,role,pname
0,1,Brendon+McCullum
1,1,Ravindra+Jadeja
2,0,Muttiah+Muralitharan
3,0,Mahela+Jayawardene
4,1,Brad+Hodge
5,1,Parthiv+Patel
6,1,Dinesh+Chandimal
7,1,Andre+Russell
8,0,Mitchell+Johnson+(cricketer)
9,0,Vinay+Kumar
10,0,Sreesanth
11,0,Ramesh+Powar
12,1,Brad+Hogg
13,0,Sunil+Narine
14,0,Robin+Peterson
15,1,Kevon+Cooper
16,1,James+Faulkner+(cricketer)
17,1,Thisara+Perera
18,0,Marchant+de+Lange
19,1,Darren+Bravo
20,0,Doug+Bracewell
