,balls,date,fours,oppo,runs,sixes,srate,venue
0,10,25 Aug 2011,0,v Ireland,3,0,30.00,Dublin
1,31,9 Sep 2011,0,v India,20,1,64.51,The Oval
2,11,11 Sep 2011,1,v India,7,0,63.63,Lord's
3,7,8 Sep 2013,0,v Australia,5,0,71.42,Manchester
4,29,14 Sep 2013,3,v Australia,25,0,86.20,Cardiff
5,25,16 Sep 2013,2,v Australia,27,1,108.00,Southampton
6,20,12 Jan 2014,2,v Australia,21,0,105.00,Melbourne
7,1,17 Jan 2014,0,v Australia,0,0,0.00,Brisbane
8,39,19 Jan 2014,0,v Australia,15,0,38.46,Sydney
9,84,24 Jan 2014,6,v Australia,70,1,83.33,Perth
10,6,26 Jan 2014,0,v Australia,0,0,0.00,Adelaide
11,7,28 Feb 2014,0,v West Indies,5,0,71.42,North Sound
12,9,2 Mar 2014,0,v West Indies,4,0,44.44,North Sound
13,1,5 Mar 2014,0,v West Indies,0,0,0.00,North Sound
14,29,27 Aug 2014,3,v India,23,0,79.31,Cardiff
15,7,30 Aug 2014,0,v India,2,0,28.57,Nottingham
16,23,5 Sep 2014,3,v India,33,2,143.47,Leeds
17,27,26 Nov 2014,0,v Sri Lanka,16,0,59.25,Colombo (RPS)
18,6,7 Dec 2014,1,v Sri Lanka,6,0,100.00,Colombo (RPS)
19,15,9 Jun 2015,1,v New Zealand,10,0,66.66,Birmingham
20,17,12 Jun 2015,2,v New Zealand,28,1,164.70,The Oval
21,47,14 Jun 2015,7,v New Zealand,68,2,144.68,Southampton
22,12,17 Jun 2015,2,v New Zealand,19,1,158.33,Nottingham
23,13,20 Jun 2015,3,v New Zealand,17,0,130.76,Chester-le-Street
24,23,3 Sep 2015,1,v Australia,13,0,56.52,Southampton
25,7,5 Sep 2015,1,v Australia,10,0,142.85,Lord's
26,20,8 Sep 2015,1,v Australia,14,0,70.00,Manchester
27,54,11 Sep 2015,5,v Australia,41,0,75.92,Leeds
28,51,13 Sep 2015,6,v Australia,42,1,82.35,Manchester
29,38,3 Feb 2016,4,v South Africa,57,3,150.00,Bloemfontein
30,6,6 Feb 2016,0,v South Africa,0,0,0.00,Port Elizabeth
31,37,9 Feb 2016,5,v South Africa,53,2,143.24,Centurion
32,2,12 Feb 2016,0,v South Africa,2,0,100.00,Johannesburg
33,32,14 Feb 2016,1,v South Africa,29,1,90.62,Cape Town
34,20,24 Aug 2016,1,v Pakistan,15,0,75.00,Southampton
35,30,27 Aug 2016,6,v Pakistan,42,1,140.00,Lord's
36,70,1 Sep 2016,6,v Pakistan,69,2,98.57,Leeds
37,76,4 Sep 2016,5,v Pakistan,75,3,98.68,Cardiff
38,100,7 Oct 2016,8,v Bangladesh,101,4,101.00,Dhaka
39,5,9 Oct 2016,0,v Bangladesh,0,0,0.00,Dhaka
40,48,12 Oct 2016,1,v Bangladesh,47,2,97.91,Chittagong
