,balls,date,fours,oppo,runs,sixes,srate,venue
0,32,5 Jun 2010,4,v Sri Lanka,38,1,118.75,Harare
1,2,28 Nov 2010,0,v New Zealand,0,0,0.00,Guwahati
2,7,20 Mar 2011,1,v West Indies,10,0,142.85,Chennai
3,27,13 Jun 2011,0,v West Indies,15,0,55.55,North Sound
4,7,16 Jun 2011,1,v West Indies,8,0,114.28,Kingston
5,1,3 Sep 2011,0,v England,0,0,0.00,Chester-le-Street
6,1,6 Sep 2011,0,v England,1,0,100.00,Southampton
7,19,9 Sep 2011,5,v England,36,0,189.47,The Oval
8,0,16 Sep 2011,0,v England,0,0,-,Cardiff
9,6,14 Oct 2011,1,v England,8,0,133.33,Hyderabad (Deccan)
10,10,25 Oct 2011,0,v England,7,0,70.00,Kolkata
11,10,29 Nov 2011,0,v West Indies,6,0,60.00,Cuttack
12,64,5 Dec 2011,1,v West Indies,31,0,48.43,Ahmedabad
13,3,5 Feb 2012,0,v Australia,5,0,166.66,Melbourne
14,38,8 Feb 2012,3,v Sri Lanka,30,0,78.94,Perth
15,2,12 Feb 2012,0,v Australia,1,0,50.00,Adelaide
16,13,14 Feb 2012,1,v Sri Lanka,14,0,107.69,Adelaide
17,6,21 Feb 2012,0,v Sri Lanka,5,0,83.33,Brisbane
18,37,26 Feb 2012,2,v Australia,26,0,70.27,Sydney
19,0,21 Jul 2012,0,v Sri Lanka,0,0,-,Hambantota
20,15,24 Jul 2012,3,v Sri Lanka,21,0,140.00,Hambantota
21,5,4 Aug 2012,0,v Sri Lanka,2,0,40.00,Pallekele
22,39,30 Dec 2012,2,v Pakistan,31,0,79.48,Chennai
23,22,3 Jan 2013,0,v Pakistan,3,0,13.63,Kolkata
24,1,6 Jan 2013,0,v Pakistan,0,0,0.00,Delhi
25,8,11 Jan 2013,2,v England,13,0,162.50,Rajkot
26,1,15 Jan 2013,0,v England,1,0,100.00,Kochi
27,21,27 Jan 2013,1,v England,19,1,90.47,Dharamsala
28,10,6 Jun 2013,1,v South Africa,10,0,100.00,Cardiff
29,1,23 Jun 2013,0,v England,1,0,100.00,Birmingham
30,11,30 Jun 2013,0,v West Indies,5,0,45.45,Kingston
31,13,2 Jul 2013,0,v Sri Lanka,4,0,30.76,Kingston
32,18,5 Jul 2013,3,v West Indies,25,0,138.88,Port of Spain
33,1,11 Jul 2013,0,v Sri Lanka,0,0,0.00,Port of Spain
34,10,13 Oct 2013,0,v Australia,5,0,50.00,Pune
35,35,19 Oct 2013,3,v Australia,28,0,80.00,Mohali
36,10,24 Nov 2013,2,v West Indies,19,1,190.00,Visakhapatnam
37,19,5 Dec 2013,4,v South Africa,19,0,100.00,Johannesburg
38,26,8 Dec 2013,1,v South Africa,15,0,57.69,Durban
39,-,11 Dec 2013,-,v South Africa,-,-,-,Centurion
40,10,19 Jan 2014,0,v New Zealand,12,1,120.00,Napier
41,4,22 Jan 2014,1,v New Zealand,5,0,125.00,Hamilton
42,46,25 Jan 2014,8,v New Zealand,65,1,141.30,Auckland
43,3,28 Jan 2014,1,v New Zealand,5,0,166.66,Hamilton
44,11,31 Jan 2014,1,v New Zealand,7,0,63.63,Wellington
45,16,28 Feb 2014,2,v Sri Lanka,18,0,112.50,Fatullah
46,7,2 Mar 2014,2,v Pakistan,9,0,128.57,Dhaka
47,5,27 Aug 2014,2,v England,10,0,200.00,Cardiff
48,19,5 Sep 2014,1,v England,16,0,84.21,Leeds
49,1,16 Nov 2014,0,v Sri Lanka,0,0,0.00,Ranchi
50,20,18 Jan 2015,0,v Australia,14,0,70.00,Melbourne
51,1,15 Feb 2015,0,v Pakistan,1,0,100.00,Adelaide
52,5,22 Feb 2015,0,v South Africa,5,0,100.00,Melbourne
53,32,6 Mar 2015,0,v West Indies,16,0,50.00,Perth
54,3,19 Mar 2015,0,v Bangladesh,3,0,100.00,Melbourne
55,13,26 Mar 2015,0,v Australia,5,0,38.46,Sydney
56,1,18 Jun 2015,0,v Bangladesh,0,0,0.00,Dhaka
57,10,21 Jun 2015,0,v Bangladesh,4,0,40.00,Dhaka
58,2,15 Jan 2016,0,v Australia,1,0,50.00,Brisbane
