version,1
info,team,Rajasthan Royals
info,team,Pune Warriors
info,gender,male
info,season,2012
info,date,2012/05/13
info,competition,Indian Premier League
info,match_number,60
info,venue,Sawai Mansingh Stadium
info,city,Jaipur
info,toss_winner,Rajasthan Royals
info,toss_decision,bat
info,player_of_match,A Chandila
info,umpire,BF Bowden
info,umpire,SK Tarapore
info,reserve_umpire,K Bharatan
info,tv_umpire,VA Kulkarni
info,match_referee,RS Madugalle
info,winner,Rajasthan Royals
info,winner_runs,45
ball,1,0.1,Rajasthan Royals,R Dravid,AM Rahane,M Kartik,0,0,"",""
ball,1,0.2,Rajasthan Royals,R Dravid,AM Rahane,M Kartik,1,0,"",""
ball,1,0.3,Rajasthan Royals,AM Rahane,R Dravid,M Kartik,0,0,"",""
ball,1,0.4,Rajasthan Royals,AM Rahane,R Dravid,M Kartik,0,0,"",""
ball,1,0.5,Rajasthan Royals,AM Rahane,R Dravid,M Kartik,0,2,"",""
ball,1,0.6,Rajasthan Royals,R Dravid,AM Rahane,M Kartik,4,0,"",""
ball,1,0.7,Rajasthan Royals,R Dravid,AM Rahane,M Kartik,1,0,"",""
ball,1,1.1,Rajasthan Royals,R Dravid,AM Rahane,A Nehra,0,0,"",""
ball,1,1.2,Rajasthan Royals,R Dravid,AM Rahane,A Nehra,0,0,"",""
ball,1,1.3,Rajasthan Royals,R Dravid,AM Rahane,A Nehra,0,0,"",""
ball,1,1.4,Rajasthan Royals,R Dravid,AM Rahane,A Nehra,4,0,"",""
ball,1,1.5,Rajasthan Royals,R Dravid,AM Rahane,A Nehra,1,0,"",""
ball,1,1.6,Rajasthan Royals,AM Rahane,R Dravid,A Nehra,0,0,"",""
ball,1,2.1,Rajasthan Royals,R Dravid,AM Rahane,B Kumar,4,0,"",""
ball,1,2.2,Rajasthan Royals,R Dravid,AM Rahane,B Kumar,1,0,"",""
ball,1,2.3,Rajasthan Royals,AM Rahane,R Dravid,B Kumar,1,0,"",""
ball,1,2.4,Rajasthan Royals,R Dravid,AM Rahane,B Kumar,0,0,"",""
ball,1,2.5,Rajasthan Royals,R Dravid,AM Rahane,B Kumar,0,0,"",""
ball,1,2.6,Rajasthan Royals,R Dravid,AM Rahane,B Kumar,0,0,"",""
ball,1,3.1,Rajasthan Royals,AM Rahane,R Dravid,R Sharma,0,0,"",""
ball,1,3.2,Rajasthan Royals,AM Rahane,R Dravid,R Sharma,1,0,"",""
ball,1,3.3,Rajasthan Royals,R Dravid,AM Rahane,R Sharma,0,0,"",""
ball,1,3.4,Rajasthan Royals,R Dravid,AM Rahane,R Sharma,4,0,"",""
ball,1,3.5,Rajasthan Royals,R Dravid,AM Rahane,R Sharma,1,0,"",""
ball,1,3.6,Rajasthan Royals,AM Rahane,R Dravid,R Sharma,4,0,"",""
