version,1
info,team,Sunrisers Hyderabad
info,team,Mumbai Indians
info,gender,male
info,season,2014
info,date,2014/05/12
info,competition,Indian Premier League
info,match_number,36
info,venue,"Rajiv Gandhi International Stadium, Uppal"
info,city,Hyderabad
info,toss_winner,Sunrisers Hyderabad
info,toss_decision,bat
info,player_of_match,AT Rayudu
info,umpire,HDPK Dharmasena
info,umpire,VA Kulkarni
info,reserve_umpire,A Nand Kishore
info,tv_umpire,PG Pathak
info,match_referee,RS Mahanama
info,winner,Mumbai Indians
info,winner_wickets,7
ball,1,0.1,Sunrisers Hyderabad,AJ Finch,S Dhawan,CJ Anderson,0,0,"",""
ball,1,0.2,Sunrisers Hyderabad,AJ Finch,S Dhawan,CJ Anderson,0,0,"",""
ball,1,0.3,Sunrisers Hyderabad,AJ Finch,S Dhawan,CJ Anderson,0,0,"",""
ball,1,0.4,Sunrisers Hyderabad,AJ Finch,S Dhawan,CJ Anderson,0,0,"",""
ball,1,0.5,Sunrisers Hyderabad,AJ Finch,S Dhawan,CJ Anderson,4,0,"",""
ball,1,0.6,Sunrisers Hyderabad,AJ Finch,S Dhawan,CJ Anderson,0,0,"",""
ball,1,1.1,Sunrisers Hyderabad,S Dhawan,AJ Finch,JJ Bumrah,0,0,"",""
ball,1,1.2,Sunrisers Hyderabad,S Dhawan,AJ Finch,JJ Bumrah,1,0,"",""
ball,1,1.3,Sunrisers Hyderabad,AJ Finch,S Dhawan,JJ Bumrah,0,0,"",""
ball,1,1.4,Sunrisers Hyderabad,AJ Finch,S Dhawan,JJ Bumrah,0,0,"",""
ball,1,1.5,Sunrisers Hyderabad,AJ Finch,S Dhawan,JJ Bumrah,0,0,"",""
ball,1,1.6,Sunrisers Hyderabad,AJ Finch,S Dhawan,JJ Bumrah,0,0,"",""
ball,1,2.1,Sunrisers Hyderabad,S Dhawan,AJ Finch,CJ Anderson,0,2,"",""
ball,1,2.2,Sunrisers Hyderabad,AJ Finch,S Dhawan,CJ Anderson,4,0,"",""
ball,1,2.3,Sunrisers Hyderabad,AJ Finch,S Dhawan,CJ Anderson,1,0,"",""
ball,1,2.4,Sunrisers Hyderabad,S Dhawan,AJ Finch,CJ Anderson,0,0,"",""
ball,1,2.5,Sunrisers Hyderabad,S Dhawan,AJ Finch,CJ Anderson,0,0,"",""
ball,1,2.6,Sunrisers Hyderabad,S Dhawan,AJ Finch,CJ Anderson,0,1,"",""
ball,1,2.7,Sunrisers Hyderabad,S Dhawan,AJ Finch,CJ Anderson,1,0,"",""
ball,1,2.8,Sunrisers Hyderabad,AJ Finch,S Dhawan,CJ Anderson,4,0,"",""
ball,1,3.1,Sunrisers Hyderabad,S Dhawan,AJ Finch,Harbhajan Singh,0,0,"",""
ball,1,3.2,Sunrisers Hyderabad,S Dhawan,AJ Finch,Harbhajan Singh,4,0,"",""
ball,1,3.3,Sunrisers Hyderabad,S Dhawan,AJ Finch,Harbhajan Singh,1,0,"",""
ball,1,3.4,Sunrisers Hyderabad,AJ Finch,S Dhawan,Harbhajan Singh,0,0,"",""
ball,1,3.5,Sunrisers Hyderabad,AJ Finch,S Dhawan,Harbhajan Singh,1,0,"",""
ball,1,3.6,Sunrisers Hyderabad,S Dhawan,AJ Finch,Harbhajan Singh,0,0,"",""
ball,1,4.1,Sunrisers Hyderabad,AJ Finch,S Dhawan,SL Malinga,0,0,"",""
ball,1,4.2,Sunrisers Hyderabad,AJ Finch,S Dhawan,SL Malinga,2,0,"",""
ball,1,4.3,Sunrisers Hyderabad,AJ Finch,S Dhawan,SL Malinga,0,0,"",""
ball,1,4.4,Sunrisers Hyderabad,AJ Finch,S Dhawan,SL Malinga,1,0,"",""
ball,1,4.5,Sunrisers Hyderabad,S Dhawan,AJ Finch,SL Malinga,4,0,"",""
ball,1,4.6,Sunrisers Hyderabad,S Dhawan,AJ Finch,SL Malinga,0,0,bowled,S Dhawan
ball,1,5.1,Sunrisers Hyderabad,AJ Finch,KL Rahul,PP Ojha,1,0,"",""
ball,1,5.2,Sunrisers Hyderabad,KL Rahul,AJ Finch,PP Ojha,1,0,"",""
ball,1,5.3,Sunrisers Hyderabad,AJ Finch,KL Rahul,PP Ojha,0,0,"",""
ball,1,5.4,Sunrisers Hyderabad,AJ Finch,KL Rahul,PP Ojha,6,0,"",""
ball,1,5.5,Sunrisers Hyderabad,AJ Finch,KL Rahul,PP Ojha,0,0,"",""
ball,1,5.6,Sunrisers Hyderabad,AJ Finch,KL Rahul,PP Ojha,4,0,"",""
ball,1,6.1,Sunrisers Hyderabad,KL Rahul,AJ Finch,Harbhajan Singh,1,0,"",""
ball,1,6.2,Sunrisers Hyderabad,AJ Finch,KL Rahul,Harbhajan Singh,0,0,"",""
ball,1,6.3,Sunrisers Hyderabad,AJ Finch,KL Rahul,Harbhajan Singh,4,0,"",""
ball,1,6.4,Sunrisers Hyderabad,AJ Finch,KL Rahul,Harbhajan Singh,0,0,"",""
ball,1,6.5,Sunrisers Hyderabad,AJ Finch,KL Rahul,Harbhajan Singh,1,0,"",""
ball,1,6.6,Sunrisers Hyderabad,KL Rahul,AJ Finch,Harbhajan Singh,0,0,"",""
ball,1,7.1,Sunrisers Hyderabad,AJ Finch,KL Rahul,PP Ojha,4,0,"",""
ball,1,7.2,Sunrisers Hyderabad,AJ Finch,KL Rahul,PP Ojha,0,0,"",""
ball,1,7.3,Sunrisers Hyderabad,AJ Finch,KL Rahul,PP Ojha,6,0,"",""
ball,1,7.4,Sunrisers Hyderabad,AJ Finch,KL Rahul,PP Ojha,0,0,"",""
ball,1,7.5,Sunrisers Hyderabad,AJ Finch,KL Rahul,PP Ojha,1,0,"",""
ball,1,7.6,Sunrisers Hyderabad,KL Rahul,AJ Finch,PP Ojha,0,0,"",""
ball,1,8.1,Sunrisers Hyderabad,AJ Finch,KL Rahul,JJ Bumrah,1,0,"",""
ball,1,8.2,Sunrisers Hyderabad,KL Rahul,AJ Finch,JJ Bumrah,4,0,"",""
ball,1,8.3,Sunrisers Hyderabad,KL Rahul,AJ Finch,JJ Bumrah,0,0,"",""
ball,1,8.4,Sunrisers Hyderabad,KL Rahul,AJ Finch,JJ Bumrah,0,0,"",""
ball,1,8.5,Sunrisers Hyderabad,KL Rahul,AJ Finch,JJ Bumrah,2,0,"",""
ball,1,8.6,Sunrisers Hyderabad,KL Rahul,AJ Finch,JJ Bumrah,1,0,"",""
ball,1,9.1,Sunrisers Hyderabad,KL Rahul,AJ Finch,PP Ojha,0,0,"",""
ball,1,9.2,Sunrisers Hyderabad,KL Rahul,AJ Finch,PP Ojha,0,0,"",""
ball,1,9.3,Sunrisers Hyderabad,KL Rahul,AJ Finch,PP Ojha,1,0,"",""
ball,1,9.4,Sunrisers Hyderabad,AJ Finch,KL Rahul,PP Ojha,1,0,"",""
ball,1,9.5,Sunrisers Hyderabad,KL Rahul,AJ Finch,PP Ojha,0,0,run out,KL Rahul
ball,1,9.6,Sunrisers Hyderabad,DA Warner,AJ Finch,PP Ojha,0,0,"",""
ball,1,10.1,Sunrisers Hyderabad,AJ Finch,DA Warner,KA Pollard,1,0,"",""
ball,1,10.2,Sunrisers Hyderabad,DA Warner,AJ Finch,KA Pollard,1,0,"",""
ball,1,10.3,Sunrisers Hyderabad,AJ Finch,DA Warner,KA Pollard,0,0,"",""
ball,1,10.4,Sunrisers Hyderabad,AJ Finch,DA Warner,KA Pollard,1,0,"",""
ball,1,10.5,Sunrisers Hyderabad,DA Warner,AJ Finch,KA Pollard,0,0,"",""
ball,1,10.6,Sunrisers Hyderabad,DA Warner,AJ Finch,KA Pollard,0,0,"",""
ball,1,11.1,Sunrisers Hyderabad,AJ Finch,DA Warner,PP Ojha,1,0,"",""
ball,1,11.2,Sunrisers Hyderabad,DA Warner,AJ Finch,PP Ojha,0,0,"",""
ball,1,11.3,Sunrisers Hyderabad,DA Warner,AJ Finch,PP Ojha,4,0,"",""
ball,1,11.4,Sunrisers Hyderabad,DA Warner,AJ Finch,PP Ojha,1,0,"",""
ball,1,11.5,Sunrisers Hyderabad,AJ Finch,DA Warner,PP Ojha,0,0,"",""
ball,1,11.6,Sunrisers Hyderabad,AJ Finch,DA Warner,PP Ojha,1,0,"",""
ball,1,12.1,Sunrisers Hyderabad,AJ Finch,DA Warner,Harbhajan Singh,0,0,"",""
ball,1,12.2,Sunrisers Hyderabad,AJ Finch,DA Warner,Harbhajan Singh,0,0,"",""
ball,1,12.3,Sunrisers Hyderabad,AJ Finch,DA Warner,Harbhajan Singh,1,0,"",""
ball,1,12.4,Sunrisers Hyderabad,DA Warner,AJ Finch,Harbhajan Singh,0,0,"",""
ball,1,12.5,Sunrisers Hyderabad,DA Warner,AJ Finch,Harbhajan Singh,0,0,"",""
ball,1,12.6,Sunrisers Hyderabad,DA Warner,AJ Finch,Harbhajan Singh,2,0,"",""
ball,1,13.1,Sunrisers Hyderabad,AJ Finch,DA Warner,SL Malinga,0,0,"",""
ball,1,13.2,Sunrisers Hyderabad,AJ Finch,DA Warner,SL Malinga,1,0,"",""
ball,1,13.3,Sunrisers Hyderabad,DA Warner,AJ Finch,SL Malinga,4,0,"",""
ball,1,13.4,Sunrisers Hyderabad,DA Warner,AJ Finch,SL Malinga,1,0,"",""
ball,1,13.5,Sunrisers Hyderabad,AJ Finch,DA Warner,SL Malinga,1,0,"",""
ball,1,13.6,Sunrisers Hyderabad,DA Warner,AJ Finch,SL Malinga,1,0,"",""
ball,1,14.1,Sunrisers Hyderabad,DA Warner,AJ Finch,Harbhajan Singh,2,0,"",""
ball,1,14.2,Sunrisers Hyderabad,DA Warner,AJ Finch,Harbhajan Singh,4,0,"",""
ball,1,14.3,Sunrisers Hyderabad,DA Warner,AJ Finch,Harbhajan Singh,0,1,"",""
ball,1,14.4,Sunrisers Hyderabad,DA Warner,AJ Finch,Harbhajan Singh,0,0,"",""
ball,1,14.5,Sunrisers Hyderabad,DA Warner,AJ Finch,Harbhajan Singh,1,0,"",""
ball,1,14.6,Sunrisers Hyderabad,AJ Finch,DA Warner,Harbhajan Singh,4,0,"",""
ball,1,14.7,Sunrisers Hyderabad,AJ Finch,DA Warner,Harbhajan Singh,0,0,"",""
ball,1,15.1,Sunrisers Hyderabad,DA Warner,AJ Finch,JJ Bumrah,4,0,"",""
ball,1,15.2,Sunrisers Hyderabad,DA Warner,AJ Finch,JJ Bumrah,1,0,"",""
ball,1,15.3,Sunrisers Hyderabad,AJ Finch,DA Warner,JJ Bumrah,2,0,"",""
ball,1,15.4,Sunrisers Hyderabad,AJ Finch,DA Warner,JJ Bumrah,0,0,"",""
ball,1,15.5,Sunrisers Hyderabad,AJ Finch,DA Warner,JJ Bumrah,0,0,"",""
ball,1,15.6,Sunrisers Hyderabad,AJ Finch,DA Warner,JJ Bumrah,2,0,"",""
ball,1,16.1,Sunrisers Hyderabad,DA Warner,AJ Finch,SL Malinga,1,0,"",""
ball,1,16.2,Sunrisers Hyderabad,AJ Finch,DA Warner,SL Malinga,1,0,"",""
ball,1,16.3,Sunrisers Hyderabad,DA Warner,AJ Finch,SL Malinga,1,0,"",""
ball,1,16.4,Sunrisers Hyderabad,AJ Finch,DA Warner,SL Malinga,2,0,"",""
ball,1,16.5,Sunrisers Hyderabad,AJ Finch,DA Warner,SL Malinga,0,0,"",""
ball,1,16.6,Sunrisers Hyderabad,AJ Finch,DA Warner,SL Malinga,1,0,"",""
ball,1,17.1,Sunrisers Hyderabad,AJ Finch,DA Warner,JJ Bumrah,1,0,"",""
ball,1,17.2,Sunrisers Hyderabad,DA Warner,AJ Finch,JJ Bumrah,1,0,"",""
ball,1,17.3,Sunrisers Hyderabad,AJ Finch,DA Warner,JJ Bumrah,1,0,"",""
ball,1,17.4,Sunrisers Hyderabad,DA Warner,AJ Finch,JJ Bumrah,1,0,"",""
ball,1,17.5,Sunrisers Hyderabad,AJ Finch,DA Warner,JJ Bumrah,1,0,"",""
ball,1,17.6,Sunrisers Hyderabad,DA Warner,AJ Finch,JJ Bumrah,1,0,"",""
ball,1,18.1,Sunrisers Hyderabad,DA Warner,AJ Finch,SL Malinga,1,0,"",""
ball,1,18.2,Sunrisers Hyderabad,AJ Finch,DA Warner,SL Malinga,0,1,"",""
ball,1,18.3,Sunrisers Hyderabad,DA Warner,AJ Finch,SL Malinga,6,0,"",""
ball,1,18.4,Sunrisers Hyderabad,DA Warner,AJ Finch,SL Malinga,1,0,"",""
ball,1,18.5,Sunrisers Hyderabad,AJ Finch,DA Warner,SL Malinga,0,0,caught,AJ Finch
ball,1,18.6,Sunrisers Hyderabad,DA Warner,NV Ojha,SL Malinga,6,0,"",""
ball,1,19.1,Sunrisers Hyderabad,NV Ojha,DA Warner,KA Pollard,0,0,"",""
