Start Time,End Time,Plaza,Direction,E-ZPass Total Vehicle Count,Cash Total Vehicle Count
01/01/2013 12:00:00 AM,01/01/2013 01:00:00 AM,6,N,196,85
01/01/2013 12:00:00 AM,01/01/2013 01:00:00 AM,6,S,147,86
01/01/2013 01:00:00 AM,01/01/2013 02:00:00 AM,6,N,320,141
01/01/2013 01:00:00 AM,01/01/2013 02:00:00 AM,6,S,251,149
01/01/2013 02:00:00 AM,01/01/2013 03:00:00 AM,6,N,238,121
01/01/2013 02:00:00 AM,01/01/2013 03:00:00 AM,6,S,164,97
01/01/2013 03:00:00 AM,01/01/2013 04:00:00 AM,6,N,176,101
01/01/2013 03:00:00 AM,01/01/2013 04:00:00 AM,6,S,105,67
01/01/2013 04:00:00 AM,01/01/2013 05:00:00 AM,6,N,130,78
01/01/2013 04:00:00 AM,01/01/2013 05:00:00 AM,6,S,80,62
01/01/2013 05:00:00 AM,01/01/2013 06:00:00 AM,6,N,95,68
01/01/2013 05:00:00 AM,01/01/2013 06:00:00 AM,6,S,102,47
01/01/2013 06:00:00 AM,01/01/2013 07:00:00 AM,6,N,94,63
01/01/2013 06:00:00 AM,01/01/2013 07:00:00 AM,6,S,233,82
01/01/2013 07:00:00 AM,01/01/2013 08:00:00 AM,6,N,142,75
01/01/2013 07:00:00 AM,01/01/2013 08:00:00 AM,6,S,167,58
01/01/2013 08:00:00 AM,01/01/2013 09:00:00 AM,6,N,197,94
01/01/2013 08:00:00 AM,01/01/2013 09:00:00 AM,6,S,167,51
01/01/2013 09:00:00 AM,01/01/2013 10:00:00 AM,6,N,271,135
01/01/2013 09:00:00 AM,01/01/2013 10:00:00 AM,6,S,213,75
01/01/2013 10:00:00 AM,01/01/2013 11:00:00 AM,6,N,354,162
01/01/2013 10:00:00 AM,01/01/2013 11:00:00 AM,6,S,355,131
01/01/2013 11:00:00 AM,01/01/2013 12:00:00 PM,6,N,486,207
01/01/2013 11:00:00 AM,01/01/2013 12:00:00 PM,6,S,570,182
01/01/2013 12:00:00 PM,01/01/2013 01:00:00 PM,6,N,594,240
01/01/2013 12:00:00 PM,01/01/2013 01:00:00 PM,6,S,763,258
01/01/2013 01:00:00 PM,01/01/2013 02:00:00 PM,6,N,688,276
01/01/2013 01:00:00 PM,01/01/2013 02:00:00 PM,6,S,940,273
01/01/2013 02:00:00 PM,01/01/2013 03:00:00 PM,6,N,677,324
01/01/2013 02:00:00 PM,01/01/2013 03:00:00 PM,6,S,1037,325
01/01/2013 03:00:00 PM,01/01/2013 04:00:00 PM,6,N,708,351
01/01/2013 03:00:00 PM,01/01/2013 04:00:00 PM,6,S,1024,350
01/01/2013 04:00:00 PM,01/01/2013 05:00:00 PM,6,N,605,278
01/01/2013 04:00:00 PM,01/01/2013 05:00:00 PM,6,S,1002,369
01/01/2013 05:00:00 PM,01/01/2013 06:00:00 PM,6,N,590,308
01/01/2013 05:00:00 PM,01/01/2013 06:00:00 PM,6,S,873,292
01/01/2013 06:00:00 PM,01/01/2013 07:00:00 PM,6,N,495,226
01/01/2013 06:00:00 PM,01/01/2013 07:00:00 PM,6,S,865,390
01/01/2013 07:00:00 PM,01/01/2013 08:00:00 PM,6,N,435,210
01/01/2013 07:00:00 PM,01/01/2013 08:00:00 PM,6,S,694,315
01/01/2013 08:00:00 PM,01/01/2013 09:00:00 PM,6,N,349,172
01/01/2013 08:00:00 PM,01/01/2013 09:00:00 PM,6,S,593,282
01/01/2013 09:00:00 PM,01/01/2013 10:00:00 PM,6,N,266,142
01/01/2013 09:00:00 PM,01/01/2013 10:00:00 PM,6,S,410,208
01/01/2013 10:00:00 PM,01/01/2013 11:00:00 PM,6,N,172,108
01/01/2013 10:00:00 PM,01/01/2013 11:00:00 PM,6,S,299,175
01/01/2013 11:00:00 PM,01/01/2013 12:00:00 AM,6,N,150,93
01/01/2013 11:00:00 PM,01/01/2013 12:00:00 AM,6,S,164,95
01/02/2013 12:00:00 AM,01/02/2013 01:00:00 AM,6,N,87,54
01/02/2013 12:00:00 AM,01/02/2013 01:00:00 AM,6,S,80,55
01/02/2013 01:00:00 AM,01/02/2013 02:00:00 AM,6,N,82,39
01/02/2013 01:00:00 AM,01/02/2013 02:00:00 AM,6,S,48,33
01/02/2013 02:00:00 AM,01/02/2013 03:00:00 AM,6,N,52,26
01/02/2013 02:00:00 AM,01/02/2013 03:00:00 AM,6,S,51,24
01/02/2013 03:00:00 AM,01/02/2013 04:00:00 AM,6,N,69,23
01/02/2013 03:00:00 AM,01/02/2013 04:00:00 AM,6,S,106,27
01/02/2013 04:00:00 AM,01/02/2013 05:00:00 AM,6,N,114,39
01/02/2013 04:00:00 AM,01/02/2013 05:00:00 AM,6,S,218,47
01/02/2013 05:00:00 AM,01/02/2013 06:00:00 AM,6,N,181,57
01/02/2013 05:00:00 AM,01/02/2013 06:00:00 AM,6,S,663,140
01/02/2013 06:00:00 AM,01/02/2013 07:00:00 AM,6,N,484,157
01/02/2013 06:00:00 AM,01/02/2013 07:00:00 AM,6,S,1781,278
01/02/2013 07:00:00 AM,01/02/2013 08:00:00 AM,6,N,811,212
01/02/2013 07:00:00 AM,01/02/2013 08:00:00 AM,6,S,2114,374
01/02/2013 08:00:00 AM,01/02/2013 09:00:00 AM,6,N,1110,283
01/02/2013 08:00:00 AM,01/02/2013 09:00:00 AM,6,S,1452,263
01/02/2013 09:00:00 AM,01/02/2013 10:00:00 AM,6,N,744,225
01/02/2013 09:00:00 AM,01/02/2013 10:00:00 AM,6,S,1083,223
01/02/2013 10:00:00 AM,01/02/2013 11:00:00 AM,6,N,693,225
01/02/2013 10:00:00 AM,01/02/2013 11:00:00 AM,6,S,855,243
01/02/2013 11:00:00 AM,01/02/2013 12:00:00 PM,6,N,742,234
01/02/2013 11:00:00 AM,01/02/2013 12:00:00 PM,6,S,791,256
01/02/2013 12:00:00 PM,01/02/2013 01:00:00 PM,6,N,747,225
01/02/2013 12:00:00 PM,01/02/2013 01:00:00 PM,6,S,775,258
01/02/2013 01:00:00 PM,01/02/2013 02:00:00 PM,6,N,823,267
01/02/2013 01:00:00 PM,01/02/2013 02:00:00 PM,6,S,862,248
01/02/2013 02:00:00 PM,01/02/2013 03:00:00 PM,6,N,974,283
01/02/2013 02:00:00 PM,01/02/2013 03:00:00 PM,6,S,840,294
01/02/2013 03:00:00 PM,01/02/2013 04:00:00 PM,6,N,1359,346
01/02/2013 03:00:00 PM,01/02/2013 04:00:00 PM,6,S,832,313
01/02/2013 04:00:00 PM,01/02/2013 05:00:00 PM,6,N,1199,337
01/02/2013 04:00:00 PM,01/02/2013 05:00:00 PM,6,S,900,301
01/02/2013 05:00:00 PM,01/02/2013 06:00:00 PM,6,N,1359,303
01/02/2013 05:00:00 PM,01/02/2013 06:00:00 PM,6,S,1040,325
01/02/2013 06:00:00 PM,01/02/2013 07:00:00 PM,6,N,920,214
01/02/2013 06:00:00 PM,01/02/2013 07:00:00 PM,6,S,821,317
01/02/2013 07:00:00 PM,01/02/2013 08:00:00 PM,6,N,607,192
01/02/2013 07:00:00 PM,01/02/2013 08:00:00 PM,6,S,549,206
01/02/2013 08:00:00 PM,01/02/2013 09:00:00 PM,6,N,454,147
01/02/2013 08:00:00 PM,01/02/2013 09:00:00 PM,6,S,406,189
01/02/2013 09:00:00 PM,01/02/2013 10:00:00 PM,6,N,334,114
01/02/2013 09:00:00 PM,01/02/2013 10:00:00 PM,6,S,325,172
01/02/2013 10:00:00 PM,01/02/2013 11:00:00 PM,6,N,218,95
01/02/2013 10:00:00 PM,01/02/2013 11:00:00 PM,6,S,243,135
01/02/2013 11:00:00 PM,01/02/2013 12:00:00 AM,6,N,188,64
01/02/2013 11:00:00 PM,01/02/2013 12:00:00 AM,6,S,149,81
01/03/2013 12:00:00 AM,01/03/2013 01:00:00 AM,6,N,128,36
01/03/2013 12:00:00 AM,01/03/2013 01:00:00 AM,6,S,80,47
01/03/2013 01:00:00 AM,01/03/2013 02:00:00 AM,6,N,72,38
01/03/2013 01:00:00 AM,01/03/2013 02:00:00 AM,6,S,79,28
01/03/2013 02:00:00 AM,01/03/2013 03:00:00 AM,6,N,78,20
01/03/2013 02:00:00 AM,01/03/2013 03:00:00 AM,6,S,59,31
01/03/2013 03:00:00 AM,01/03/2013 04:00:00 AM,6,N,95,21
01/03/2013 03:00:00 AM,01/03/2013 04:00:00 AM,6,S,120,17
01/03/2013 04:00:00 AM,01/03/2013 05:00:00 AM,6,N,139,29
01/03/2013 04:00:00 AM,01/03/2013 05:00:00 AM,6,S,230,44
01/03/2013 05:00:00 AM,01/03/2013 06:00:00 AM,6,N,233,61
01/03/2013 05:00:00 AM,01/03/2013 06:00:00 AM,6,S,665,140
01/03/2013 06:00:00 AM,01/03/2013 07:00:00 AM,6,N,521,128
01/03/2013 06:00:00 AM,01/03/2013 07:00:00 AM,6,S,1853,259
01/03/2013 07:00:00 AM,01/03/2013 08:00:00 AM,6,N,921,207
01/03/2013 07:00:00 AM,01/03/2013 08:00:00 AM,6,S,2116,347
01/03/2013 08:00:00 AM,01/03/2013 09:00:00 AM,6,N,1197,286
01/03/2013 08:00:00 AM,01/03/2013 09:00:00 AM,6,S,1377,254
01/03/2013 09:00:00 AM,01/03/2013 10:00:00 AM,6,N,832,222
01/03/2013 09:00:00 AM,01/03/2013 10:00:00 AM,6,S,1195,274
01/03/2013 10:00:00 AM,01/03/2013 11:00:00 AM,6,N,734,175
01/03/2013 10:00:00 AM,01/03/2013 11:00:00 AM,6,S,863,224
01/03/2013 11:00:00 AM,01/03/2013 12:00:00 PM,6,N,840,227
01/03/2013 11:00:00 AM,01/03/2013 12:00:00 PM,6,S,830,253
01/03/2013 12:00:00 PM,01/03/2013 01:00:00 PM,6,N,814,208
01/03/2013 12:00:00 PM,01/03/2013 01:00:00 PM,6,S,814,233
01/03/2013 01:00:00 PM,01/03/2013 02:00:00 PM,6,N,843,240
01/03/2013 01:00:00 PM,01/03/2013 02:00:00 PM,6,S,856,245
01/03/2013 02:00:00 PM,01/03/2013 03:00:00 PM,6,N,1028,263
01/03/2013 02:00:00 PM,01/03/2013 03:00:00 PM,6,S,883,235
01/03/2013 03:00:00 PM,01/03/2013 04:00:00 PM,6,N,1488,291
01/03/2013 03:00:00 PM,01/03/2013 04:00:00 PM,6,S,935,311
01/03/2013 04:00:00 PM,01/03/2013 05:00:00 PM,6,N,1450,369
01/03/2013 04:00:00 PM,01/03/2013 05:00:00 PM,6,S,882,339
01/03/2013 05:00:00 PM,01/03/2013 06:00:00 PM,6,N,1368,317
01/03/2013 05:00:00 PM,01/03/2013 06:00:00 PM,6,S,985,329
01/03/2013 06:00:00 PM,01/03/2013 07:00:00 PM,6,N,1094,262
01/03/2013 06:00:00 PM,01/03/2013 07:00:00 PM,6,S,808,274
01/03/2013 07:00:00 PM,01/03/2013 08:00:00 PM,6,N,673,207
01/03/2013 07:00:00 PM,01/03/2013 08:00:00 PM,6,S,486,222
01/03/2013 08:00:00 PM,01/03/2013 09:00:00 PM,6,N,506,129
01/03/2013 08:00:00 PM,01/03/2013 09:00:00 PM,6,S,399,183
01/03/2013 09:00:00 PM,01/03/2013 10:00:00 PM,6,N,392,106
01/03/2013 09:00:00 PM,01/03/2013 10:00:00 PM,6,S,326,153
01/03/2013 10:00:00 PM,01/03/2013 11:00:00 PM,6,N,274,118
01/03/2013 10:00:00 PM,01/03/2013 11:00:00 PM,6,S,299,121
01/03/2013 11:00:00 PM,01/03/2013 12:00:00 AM,6,N,249,76
01/03/2013 11:00:00 PM,01/03/2013 12:00:00 AM,6,S,190,83
01/04/2013 12:00:00 AM,01/04/2013 01:00:00 AM,6,N,122,53
01/04/2013 12:00:00 AM,01/04/2013 01:00:00 AM,6,S,113,64
01/04/2013 01:00:00 AM,01/04/2013 02:00:00 AM,6,N,107,43
01/04/2013 01:00:00 AM,01/04/2013 02:00:00 AM,6,S,73,34
01/04/2013 02:00:00 AM,01/04/2013 03:00:00 AM,6,N,80,20
01/04/2013 02:00:00 AM,01/04/2013 03:00:00 AM,6,S,90,26
01/04/2013 03:00:00 AM,01/04/2013 04:00:00 AM,6,N,107,33
01/04/2013 03:00:00 AM,01/04/2013 04:00:00 AM,6,S,116,25
01/04/2013 04:00:00 AM,01/04/2013 05:00:00 AM,6,N,141,36
01/04/2013 04:00:00 AM,01/04/2013 05:00:00 AM,6,S,251,43
01/04/2013 05:00:00 AM,01/04/2013 06:00:00 AM,6,N,210,50
01/04/2013 05:00:00 AM,01/04/2013 06:00:00 AM,6,S,661,149
01/04/2013 06:00:00 AM,01/04/2013 07:00:00 AM,6,N,497,127
01/04/2013 06:00:00 AM,01/04/2013 07:00:00 AM,6,S,1745,279
01/04/2013 07:00:00 AM,01/04/2013 08:00:00 AM,6,N,895,200
01/04/2013 07:00:00 AM,01/04/2013 08:00:00 AM,6,S,2098,326
01/04/2013 08:00:00 AM,01/04/2013 09:00:00 AM,6,N,1180,272
01/04/2013 08:00:00 AM,01/04/2013 09:00:00 AM,6,S,1416,251
01/04/2013 09:00:00 AM,01/04/2013 10:00:00 AM,6,N,892,198
01/04/2013 09:00:00 AM,01/04/2013 10:00:00 AM,6,S,1105,249
01/04/2013 10:00:00 AM,01/04/2013 11:00:00 AM,6,N,739,190
01/04/2013 10:00:00 AM,01/04/2013 11:00:00 AM,6,S,903,252
01/04/2013 11:00:00 AM,01/04/2013 12:00:00 PM,6,N,844,264
01/04/2013 11:00:00 AM,01/04/2013 12:00:00 PM,6,S,858,241
01/04/2013 12:00:00 PM,01/04/2013 01:00:00 PM,6,N,939,226
01/04/2013 12:00:00 PM,01/04/2013 01:00:00 PM,6,S,800,289
01/04/2013 01:00:00 PM,01/04/2013 02:00:00 PM,6,N,1056,274
01/04/2013 01:00:00 PM,01/04/2013 02:00:00 PM,6,S,818,256
01/04/2013 02:00:00 PM,01/04/2013 03:00:00 PM,6,N,1288,290
01/04/2013 02:00:00 PM,01/04/2013 03:00:00 PM,6,S,913,259
01/04/2013 03:00:00 PM,01/04/2013 04:00:00 PM,6,N,1542,353
01/04/2013 03:00:00 PM,01/04/2013 04:00:00 PM,6,S,885,316
01/04/2013 04:00:00 PM,01/04/2013 05:00:00 PM,6,N,1529,336
01/04/2013 04:00:00 PM,01/04/2013 05:00:00 PM,6,S,913,348
01/04/2013 05:00:00 PM,01/04/2013 06:00:00 PM,6,N,1325,308
01/04/2013 05:00:00 PM,01/04/2013 06:00:00 PM,6,S,928,358
01/04/2013 06:00:00 PM,01/04/2013 07:00:00 PM,6,N,809,221
01/04/2013 06:00:00 PM,01/04/2013 07:00:00 PM,6,S,1000,364
01/04/2013 07:00:00 PM,01/04/2013 08:00:00 PM,6,N,970,252
01/04/2013 07:00:00 PM,01/04/2013 08:00:00 PM,6,S,607,255
01/04/2013 08:00:00 PM,01/04/2013 09:00:00 PM,6,N,698,203
01/04/2013 08:00:00 PM,01/04/2013 09:00:00 PM,6,S,470,233
01/04/2013 09:00:00 PM,01/04/2013 10:00:00 PM,6,N,459,168
01/04/2013 09:00:00 PM,01/04/2013 10:00:00 PM,6,S,398,210
01/04/2013 10:00:00 PM,01/04/2013 11:00:00 PM,6,N,336,122
01/04/2013 10:00:00 PM,01/04/2013 11:00:00 PM,6,S,338,174
01/04/2013 11:00:00 PM,01/04/2013 12:00:00 AM,6,N,251,97
01/04/2013 11:00:00 PM,01/04/2013 12:00:00 AM,6,S,204,152
01/05/2013 12:00:00 AM,01/05/2013 01:00:00 AM,6,N,210,96
01/05/2013 12:00:00 AM,01/05/2013 01:00:00 AM,6,S,128,96
01/05/2013 01:00:00 AM,01/05/2013 02:00:00 AM,6,N,145,69
01/05/2013 01:00:00 AM,01/05/2013 02:00:00 AM,6,S,78,49
01/05/2013 02:00:00 AM,01/05/2013 03:00:00 AM,6,N,87,40
01/05/2013 02:00:00 AM,01/05/2013 03:00:00 AM,6,S,81,48
01/05/2013 03:00:00 AM,01/05/2013 04:00:00 AM,6,N,88,43
01/05/2013 03:00:00 AM,01/05/2013 04:00:00 AM,6,S,76,33
01/05/2013 04:00:00 AM,01/05/2013 05:00:00 AM,6,N,110,53
01/05/2013 04:00:00 AM,01/05/2013 05:00:00 AM,6,S,108,54
01/05/2013 05:00:00 AM,01/05/2013 06:00:00 AM,6,N,170,63
01/05/2013 05:00:00 AM,01/05/2013 06:00:00 AM,6,S,252,68
01/05/2013 06:00:00 AM,01/05/2013 07:00:00 AM,6,N,316,91
01/05/2013 06:00:00 AM,01/05/2013 07:00:00 AM,6,S,489,128
01/05/2013 07:00:00 AM,01/05/2013 08:00:00 AM,6,N,490,169
01/05/2013 07:00:00 AM,01/05/2013 08:00:00 AM,6,S,485,136
01/05/2013 08:00:00 AM,01/05/2013 09:00:00 AM,6,N,620,193
01/05/2013 08:00:00 AM,01/05/2013 09:00:00 AM,6,S,566,210
01/05/2013 09:00:00 AM,01/05/2013 10:00:00 AM,6,N,687,223
01/05/2013 09:00:00 AM,01/05/2013 10:00:00 AM,6,S,664,236
01/05/2013 10:00:00 AM,01/05/2013 11:00:00 AM,6,N,830,252
01/05/2013 10:00:00 AM,01/05/2013 11:00:00 AM,6,S,676,286
01/05/2013 11:00:00 AM,01/05/2013 12:00:00 PM,6,N,831,303
01/05/2013 11:00:00 AM,01/05/2013 12:00:00 PM,6,S,765,282
01/05/2013 12:00:00 PM,01/05/2013 01:00:00 PM,6,N,983,356
01/05/2013 12:00:00 PM,01/05/2013 01:00:00 PM,6,S,866,309
01/05/2013 01:00:00 PM,01/05/2013 02:00:00 PM,6,N,971,343
01/05/2013 01:00:00 PM,01/05/2013 02:00:00 PM,6,S,851,307
01/05/2013 02:00:00 PM,01/05/2013 03:00:00 PM,6,N,961,372
01/05/2013 02:00:00 PM,01/05/2013 03:00:00 PM,6,S,926,347
01/05/2013 03:00:00 PM,01/05/2013 04:00:00 PM,6,N,948,388
01/05/2013 03:00:00 PM,01/05/2013 04:00:00 PM,6,S,908,385
01/05/2013 04:00:00 PM,01/05/2013 05:00:00 PM,6,N,948,368
01/05/2013 04:00:00 PM,01/05/2013 05:00:00 PM,6,S,1001,405
01/05/2013 05:00:00 PM,01/05/2013 06:00:00 PM,6,N,855,349
01/05/2013 05:00:00 PM,01/05/2013 06:00:00 PM,6,S,1061,414
01/05/2013 06:00:00 PM,01/05/2013 07:00:00 PM,6,N,705,264
01/05/2013 06:00:00 PM,01/05/2013 07:00:00 PM,6,S,980,396
01/05/2013 07:00:00 PM,01/05/2013 08:00:00 PM,6,N,568,251
01/05/2013 07:00:00 PM,01/05/2013 08:00:00 PM,6,S,735,344
01/05/2013 08:00:00 PM,01/05/2013 09:00:00 PM,6,N,504,200
01/05/2013 08:00:00 PM,01/05/2013 09:00:00 PM,6,S,558,279
01/05/2013 09:00:00 PM,01/05/2013 10:00:00 PM,6,N,419,187
01/05/2013 09:00:00 PM,01/05/2013 10:00:00 PM,6,S,546,292
01/05/2013 10:00:00 PM,01/05/2013 11:00:00 PM,6,N,346,128
01/05/2013 10:00:00 PM,01/05/2013 11:00:00 PM,6,S,483,250
01/05/2013 11:00:00 PM,01/05/2013 12:00:00 AM,6,N,285,113
01/05/2013 11:00:00 PM,01/05/2013 12:00:00 AM,6,S,339,174
01/06/2013 12:00:00 AM,01/06/2013 01:00:00 AM,6,N,209,93
01/06/2013 12:00:00 AM,01/06/2013 01:00:00 AM,6,S,194,104
01/06/2013 01:00:00 AM,01/06/2013 02:00:00 AM,6,N,146,69
01/06/2013 01:00:00 AM,01/06/2013 02:00:00 AM,6,S,107,63
01/06/2013 02:00:00 AM,01/06/2013 03:00:00 AM,6,N,84,49
01/06/2013 02:00:00 AM,01/06/2013 03:00:00 AM,6,S,68,53
01/06/2013 03:00:00 AM,01/06/2013 04:00:00 AM,6,N,72,53
01/06/2013 03:00:00 AM,01/06/2013 04:00:00 AM,6,S,55,32
01/06/2013 04:00:00 AM,01/06/2013 05:00:00 AM,6,N,78,68
01/06/2013 04:00:00 AM,01/06/2013 05:00:00 AM,6,S,77,38
01/06/2013 05:00:00 AM,01/06/2013 06:00:00 AM,6,N,80,47
01/06/2013 05:00:00 AM,01/06/2013 06:00:00 AM,6,S,133,45
01/06/2013 06:00:00 AM,01/06/2013 07:00:00 AM,6,N,199,72
01/06/2013 06:00:00 AM,01/06/2013 07:00:00 AM,6,S,269,74
01/06/2013 07:00:00 AM,01/06/2013 08:00:00 AM,6,N,230,86
01/06/2013 07:00:00 AM,01/06/2013 08:00:00 AM,6,S,257,84
01/06/2013 08:00:00 AM,01/06/2013 09:00:00 AM,6,N,299,119
01/06/2013 08:00:00 AM,01/06/2013 09:00:00 AM,6,S,313,107
01/06/2013 09:00:00 AM,01/06/2013 10:00:00 AM,6,N,470,138
01/06/2013 09:00:00 AM,01/06/2013 10:00:00 AM,6,S,409,157
01/06/2013 10:00:00 AM,01/06/2013 11:00:00 AM,6,N,590,212
01/06/2013 10:00:00 AM,01/06/2013 11:00:00 AM,6,S,579,185
01/06/2013 11:00:00 AM,01/06/2013 12:00:00 PM,6,N,713,276
01/06/2013 11:00:00 AM,01/06/2013 12:00:00 PM,6,S,741,201
01/06/2013 12:00:00 PM,01/06/2013 01:00:00 PM,6,N,808,287
01/06/2013 12:00:00 PM,01/06/2013 01:00:00 PM,6,S,792,277
01/06/2013 01:00:00 PM,01/06/2013 02:00:00 PM,6,N,898,294
01/06/2013 01:00:00 PM,01/06/2013 02:00:00 PM,6,S,938,305
01/06/2013 02:00:00 PM,01/06/2013 03:00:00 PM,6,N,724,299
01/06/2013 02:00:00 PM,01/06/2013 03:00:00 PM,6,S,1011,308
01/06/2013 03:00:00 PM,01/06/2013 04:00:00 PM,6,N,874,281
01/06/2013 03:00:00 PM,01/06/2013 04:00:00 PM,6,S,972,344
01/06/2013 04:00:00 PM,01/06/2013 05:00:00 PM,6,N,755,293
01/06/2013 04:00:00 PM,01/06/2013 05:00:00 PM,6,S,1073,388
01/06/2013 05:00:00 PM,01/06/2013 06:00:00 PM,6,N,706,253
01/06/2013 05:00:00 PM,01/06/2013 06:00:00 PM,6,S,1004,385
01/06/2013 06:00:00 PM,01/06/2013 07:00:00 PM,6,N,599,230
01/06/2013 06:00:00 PM,01/06/2013 07:00:00 PM,6,S,1003,350
01/06/2013 07:00:00 PM,01/06/2013 08:00:00 PM,6,N,527,202
01/06/2013 07:00:00 PM,01/06/2013 08:00:00 PM,6,S,823,381
01/06/2013 08:00:00 PM,01/06/2013 09:00:00 PM,6,N,400,155
01/06/2013 08:00:00 PM,01/06/2013 09:00:00 PM,6,S,644,262
01/06/2013 09:00:00 PM,01/06/2013 10:00:00 PM,6,N,293,162
01/06/2013 09:00:00 PM,01/06/2013 10:00:00 PM,6,S,444,184
01/06/2013 10:00:00 PM,01/06/2013 11:00:00 PM,6,N,209,105
01/06/2013 10:00:00 PM,01/06/2013 11:00:00 PM,6,S,320,143
01/06/2013 11:00:00 PM,01/06/2013 12:00:00 AM,6,N,129,82
01/06/2013 11:00:00 PM,01/06/2013 12:00:00 AM,6,S,160,126
01/07/2013 12:00:00 AM,01/07/2013 01:00:00 AM,6,N,93,51
01/07/2013 12:00:00 AM,01/07/2013 01:00:00 AM,6,S,87,57
01/07/2013 01:00:00 AM,01/07/2013 02:00:00 AM,6,N,64,33
01/07/2013 01:00:00 AM,01/07/2013 02:00:00 AM,6,S,65,50
01/07/2013 02:00:00 AM,01/07/2013 03:00:00 AM,6,N,75,24
01/07/2013 02:00:00 AM,01/07/2013 03:00:00 AM,6,S,60,31
01/07/2013 03:00:00 AM,01/07/2013 04:00:00 AM,6,N,72,19
01/07/2013 03:00:00 AM,01/07/2013 04:00:00 AM,6,S,104,27
01/07/2013 04:00:00 AM,01/07/2013 05:00:00 AM,6,N,118,48
01/07/2013 04:00:00 AM,01/07/2013 05:00:00 AM,6,S,229,53
01/07/2013 05:00:00 AM,01/07/2013 06:00:00 AM,6,N,226,58
01/07/2013 05:00:00 AM,01/07/2013 06:00:00 AM,6,S,755,144
01/07/2013 06:00:00 AM,01/07/2013 07:00:00 AM,6,N,506,130
01/07/2013 06:00:00 AM,01/07/2013 07:00:00 AM,6,S,1921,286
01/07/2013 07:00:00 AM,01/07/2013 08:00:00 AM,6,N,881,224
01/07/2013 07:00:00 AM,01/07/2013 08:00:00 AM,6,S,2154,351
01/07/2013 08:00:00 AM,01/07/2013 09:00:00 AM,6,N,1221,286
01/07/2013 08:00:00 AM,01/07/2013 09:00:00 AM,6,S,1660,297
01/07/2013 09:00:00 AM,01/07/2013 10:00:00 AM,6,N,778,197
01/07/2013 09:00:00 AM,01/07/2013 10:00:00 AM,6,S,1406,295
01/07/2013 10:00:00 AM,01/07/2013 11:00:00 AM,6,N,661,200
01/07/2013 10:00:00 AM,01/07/2013 11:00:00 AM,6,S,854,271
01/07/2013 11:00:00 AM,01/07/2013 12:00:00 PM,6,N,692,204
01/07/2013 11:00:00 AM,01/07/2013 12:00:00 PM,6,S,778,206
01/07/2013 12:00:00 PM,01/07/2013 01:00:00 PM,6,N,729,204
01/07/2013 12:00:00 PM,01/07/2013 01:00:00 PM,6,S,731,229
01/07/2013 01:00:00 PM,01/07/2013 02:00:00 PM,6,N,741,195
01/07/2013 01:00:00 PM,01/07/2013 02:00:00 PM,6,S,722,253
01/07/2013 02:00:00 PM,01/07/2013 03:00:00 PM,6,N,899,219
01/07/2013 02:00:00 PM,01/07/2013 03:00:00 PM,6,S,788,252
01/07/2013 03:00:00 PM,01/07/2013 04:00:00 PM,6,N,1334,291
01/07/2013 03:00:00 PM,01/07/2013 04:00:00 PM,6,S,822,283
01/07/2013 04:00:00 PM,01/07/2013 05:00:00 PM,6,N,1296,305
01/07/2013 04:00:00 PM,01/07/2013 05:00:00 PM,6,S,846,293
01/07/2013 05:00:00 PM,01/07/2013 06:00:00 PM,6,N,1307,285
01/07/2013 05:00:00 PM,01/07/2013 06:00:00 PM,6,S,939,306
01/07/2013 06:00:00 PM,01/07/2013 07:00:00 PM,6,N,892,224
01/07/2013 06:00:00 PM,01/07/2013 07:00:00 PM,6,S,816,263
01/07/2013 07:00:00 PM,01/07/2013 08:00:00 PM,6,N,660,205
01/07/2013 07:00:00 PM,01/07/2013 08:00:00 PM,6,S,485,192
01/07/2013 08:00:00 PM,01/07/2013 09:00:00 PM,6,N,485,125
01/07/2013 08:00:00 PM,01/07/2013 09:00:00 PM,6,S,359,148
01/07/2013 09:00:00 PM,01/07/2013 10:00:00 PM,6,N,324,120
01/07/2013 09:00:00 PM,01/07/2013 10:00:00 PM,6,S,276,142
01/07/2013 10:00:00 PM,01/07/2013 11:00:00 PM,6,N,217,80
01/07/2013 10:00:00 PM,01/07/2013 11:00:00 PM,6,S,245,103
01/07/2013 11:00:00 PM,01/07/2013 12:00:00 AM,6,N,190,62
01/07/2013 11:00:00 PM,01/07/2013 12:00:00 AM,6,S,130,73
01/08/2013 12:00:00 AM,01/08/2013 01:00:00 AM,6,N,130,50
01/08/2013 12:00:00 AM,01/08/2013 01:00:00 AM,6,S,100,40
01/08/2013 01:00:00 AM,01/08/2013 02:00:00 AM,6,N,80,30
01/08/2013 01:00:00 AM,01/08/2013 02:00:00 AM,6,S,85,32
01/08/2013 02:00:00 AM,01/08/2013 03:00:00 AM,6,N,70,20
01/08/2013 02:00:00 AM,01/08/2013 03:00:00 AM,6,S,68,31
01/08/2013 03:00:00 AM,01/08/2013 04:00:00 AM,6,N,120,19
01/08/2013 03:00:00 AM,01/08/2013 04:00:00 AM,6,S,95,27
01/08/2013 04:00:00 AM,01/08/2013 05:00:00 AM,6,N,141,27
01/08/2013 04:00:00 AM,01/08/2013 05:00:00 AM,6,S,257,43
01/08/2013 05:00:00 AM,01/08/2013 06:00:00 AM,6,N,256,51
