,balls,date,fours,oppo,runs,sixes,srate,venue
0,2,20 Oct 2010,0,v Australia,0,0,0.00,Visakhapatnam
1,76,6 Jun 2011,3,v West Indies,51,1,67.10,Port of Spain
2,4,8 Jun 2011,0,v West Indies,3,0,75.00,Port of Spain
3,15,11 Jun 2011,0,v West Indies,4,0,26.66,North Sound
4,26,16 Jun 2011,1,v West Indies,11,0,42.30,Kingston
5,94,6 Jun 2013,12,v South Africa,114,1,121.27,Cardiff
6,107,11 Jun 2013,10,v West Indies,102,1,95.32,The Oval
7,41,15 Jun 2013,5,v Pakistan,48,0,117.07,Birmingham
8,92,20 Jun 2013,6,v Sri Lanka,68,1,73.91,Cardiff
9,24,23 Jun 2013,2,v England,31,1,129.16,Birmingham
10,10,30 Jun 2013,2,v West Indies,11,0,110.00,Kingston
11,42,2 Jul 2013,3,v Sri Lanka,24,0,57.14,Kingston
12,77,5 Jul 2013,8,v West Indies,69,2,89.61,Port of Spain
13,16,9 Jul 2013,2,v Sri Lanka,15,0,93.75,Port of Spain
14,35,11 Jul 2013,2,v Sri Lanka,16,0,45.71,Port of Spain
15,21,24 Jul 2013,3,v Zimbabwe,17,0,80.95,Harare
16,127,26 Jul 2013,11,v Zimbabwe,116,2,91.33,Harare
17,32,28 Jul 2013,5,v Zimbabwe,35,0,109.37,Harare
18,38,3 Aug 2013,6,v Zimbabwe,41,1,107.89,Bulawayo
19,15,13 Oct 2013,1,v Australia,7,0,46.66,Pune
20,86,16 Oct 2013,14,v Australia,95,0,110.46,Jaipur
21,6,19 Oct 2013,2,v Australia,8,0,133.33,Mohali
22,12,23 Oct 2013,3,v Australia,14,0,116.66,Ranchi
23,102,30 Oct 2013,11,v Australia,100,0,98.03,Nagpur
24,57,2 Nov 2013,9,v Australia,60,0,105.26,Bangalore
25,6,21 Nov 2013,1,v West Indies,5,0,83.33,Kochi
26,37,24 Nov 2013,5,v West Indies,35,0,94.59,Visakhapatnam
27,95,27 Nov 2013,20,v West Indies,119,0,125.26,Kanpur
28,13,5 Dec 2013,3,v South Africa,12,0,92.30,Johannesburg
29,2,8 Dec 2013,0,v South Africa,0,0,0.00,Durban
30,46,19 Jan 2014,3,v New Zealand,32,0,69.56,Napier
31,22,22 Jan 2014,2,v New Zealand,12,0,54.54,Hamilton
32,25,25 Jan 2014,4,v New Zealand,28,1,112.00,Auckland
33,28,31 Jan 2014,1,v New Zealand,9,0,32.14,Wellington
34,44,26 Feb 2014,5,v Bangladesh,28,0,63.63,Fatullah
35,114,28 Feb 2014,7,v Sri Lanka,94,1,82.45,Fatullah
36,13,2 Mar 2014,2,v Pakistan,10,0,76.92,Dhaka
37,78,5 Mar 2014,4,v Afghanistan,60,1,76.92,Dhaka
38,22,27 Aug 2014,2,v England,11,0,50.00,Cardiff
39,23,30 Aug 2014,1,v England,16,0,69.56,Nottingham
40,81,2 Sep 2014,11,v England,97,4,119.75,Birmingham
41,44,5 Sep 2014,4,v England,31,1,70.45,Leeds
42,92,8 Oct 2014,9,v West Indies,68,0,73.91,Kochi
43,9,11 Oct 2014,0,v West Indies,1,0,11.11,Delhi
44,35,17 Oct 2014,6,v West Indies,35,1,100.00,Dharamsala
45,107,2 Nov 2014,14,v Sri Lanka,113,3,105.60,Cuttack
46,80,6 Nov 2014,7,v Sri Lanka,79,1,98.75,Ahmedabad
47,79,9 Nov 2014,8,v Sri Lanka,91,1,115.18,Hyderabad (Deccan)
48,4,18 Jan 2015,0,v Australia,2,0,50.00,Melbourne
49,5,20 Jan 2015,0,v England,1,0,20.00,Brisbane
50,13,26 Jan 2015,0,v Australia,8,0,61.53,Sydney
51,65,30 Jan 2015,4,v England,38,0,58.46,Perth
52,76,15 Feb 2015,7,v Pakistan,73,1,96.05,Adelaide
53,146,22 Feb 2015,16,v South Africa,137,2,93.83,Melbourne
54,17,28 Feb 2015,3,v U.A.E.,14,0,82.35,Perth
55,14,6 Mar 2015,1,v West Indies,9,0,64.28,Perth
56,85,10 Mar 2015,11,v Ireland,100,5,117.64,Hamilton
57,20,14 Mar 2015,1,v Zimbabwe,4,0,20.00,Auckland
58,50,19 Mar 2015,3,v Bangladesh,30,0,60.00,Melbourne
59,41,26 Mar 2015,6,v Australia,45,1,109.75,Sydney
60,38,18 Jun 2015,3,v Bangladesh,30,0,78.94,Dhaka
61,60,21 Jun 2015,7,v Bangladesh,53,0,88.33,Dhaka
62,73,24 Jun 2015,10,v Bangladesh,75,0,102.73,Dhaka
63,28,11 Oct 2015,5,v South Africa,23,0,82.14,Kanpur
64,34,14 Oct 2015,4,v South Africa,23,0,67.64,Indore
65,29,18 Oct 2015,2,v South Africa,13,0,44.82,Rajkot
66,15,22 Oct 2015,0,v South Africa,7,0,46.66,Chennai
67,59,25 Oct 2015,8,v South Africa,60,0,101.69,Mumbai
68,22,12 Jan 2016,1,v Australia,9,0,40.90,Perth
69,4,15 Jan 2016,1,v Australia,6,0,150.00,Brisbane
70,91,17 Jan 2016,9,v Australia,68,0,74.72,Melbourne
71,113,20 Jan 2016,14,v Australia,126,2,111.50,Canberra
72,56,23 Jan 2016,7,v Australia,78,3,139.28,Sydney
