,balls,date,fours,oppo,runs,sixes,srate,venue
0,9,26 Jun 2007,0,v South Africa,8,0,88.88,Belfast
1,4,5 Oct 2007,0,v Australia,1,0,25.00,Hyderabad (Deccan)
2,61,18 Nov 2007,3,v Pakistan,52,1,85.24,Jaipur
3,43,3 Feb 2008,5,v Australia,29,0,67.44,Brisbane
4,2,5 Feb 2008,0,v Sri Lanka,0,0,0.00,Brisbane
5,61,10 Feb 2008,2,v Australia,39,0,63.93,Melbourne
6,64,12 Feb 2008,6,v Sri Lanka,70,1,109.37,Canberra
7,3,17 Feb 2008,0,v Australia,1,0,33.33,Adelaide
8,36,19 Feb 2008,1,v Sri Lanka,24,0,66.66,Adelaide
9,3,24 Feb 2008,0,v Australia,1,0,33.33,Sydney
10,7,26 Feb 2008,0,v Sri Lanka,3,0,42.85,Hobart
11,87,2 Mar 2008,6,v Australia,66,0,75.86,Sydney
12,5,4 Mar 2008,0,v Australia,2,0,40.00,Brisbane
13,27,10 Jun 2008,0,v Pakistan,9,0,33.33,Dhaka
14,43,12 Jun 2008,1,v Bangladesh,26,1,60.46,Dhaka
15,27,14 Jun 2008,5,v Pakistan,24,0,88.88,Dhaka
16,29,25 Jun 2008,0,v Hong Kong,11,0,37.93,Karachi
17,1,26 Jun 2008,0,v Pakistan,0,0,0.00,Karachi
18,23,28 Jun 2008,2,v Bangladesh,22,0,95.65,Karachi
19,71,2 Jul 2008,4,v Pakistan,58,0,81.69,Karachi
20,28,3 Jul 2008,2,v Sri Lanka,22,0,78.57,Karachi
21,8,6 Jul 2008,0,v Sri Lanka,3,0,37.50,Karachi
22,31,18 Aug 2008,1,v Sri Lanka,19,1,61.29,Dambulla
23,2,20 Aug 2008,0,v Sri Lanka,0,0,0.00,Dambulla
24,32,24 Aug 2008,3,v Sri Lanka,32,0,100.00,Colombo (RPS)
25,23,27 Aug 2008,0,v Sri Lanka,18,0,78.26,Colombo (RPS)
26,5,29 Aug 2008,0,v Sri Lanka,3,0,60.00,Colombo (RPS)
27,8,14 Nov 2008,1,v England,11,0,137.50,Rajkot
28,13,17 Nov 2008,0,v England,3,0,23.07,Indore
29,41,20 Nov 2008,3,v England,28,0,68.29,Kanpur
30,10,26 Nov 2008,1,v England,8,0,80.00,Cuttack
31,30,28 Jan 2009,3,v Sri Lanka,25,0,83.33,Dambulla
32,6,5 Feb 2009,0,v Sri Lanka,4,0,66.66,Colombo (RPS)
33,22,8 Feb 2009,1,v Sri Lanka,15,0,68.18,Colombo (RPS)
34,74,14 Mar 2009,1,v New Zealand,43,1,58.10,Auckland
35,12,26 Jun 2009,0,v West Indies,4,0,33.33,Kingston
36,2,28 Jun 2009,0,v West Indies,0,0,0.00,Kingston
37,9,3 Jul 2009,0,v West Indies,11,0,122.22,Gros Islet
38,61,27 Feb 2010,3,v South Africa,48,0,78.68,Ahmedabad
39,119,28 May 2010,6,v Zimbabwe,114,4,95.79,Bulawayo
40,100,30 May 2010,6,v Sri Lanka,101,2,101.00,Bulawayo
41,25,3 Jun 2010,0,v Zimbabwe,13,0,52.00,Harare
42,40,5 Jun 2010,1,v Sri Lanka,32,0,80.00,Harare
43,1,16 Jun 2010,0,v Bangladesh,0,0,0.00,Dambulla
44,24,19 Jun 2010,2,v Pakistan,22,0,91.66,Dambulla
45,73,22 Jun 2010,7,v Sri Lanka,69,0,94.52,Dambulla
46,52,24 Jun 2010,3,v Sri Lanka,41,0,78.84,Dambulla
47,11,10 Aug 2010,0,v New Zealand,4,0,36.36,Dambulla
48,2,16 Aug 2010,0,v Sri Lanka,0,0,0.00,Dambulla
49,21,22 Aug 2010,2,v Sri Lanka,11,0,52.38,Dambulla
50,9,28 Aug 2010,0,v Sri Lanka,5,0,55.55,Dambulla
51,48,7 Dec 2010,4,v New Zealand,44,1,91.66,Bangalore
52,27,12 Jan 2011,1,v South Africa,11,0,40.74,Durban
53,14,15 Jan 2011,1,v South Africa,9,0,64.28,Johannesburg
54,45,18 Jan 2011,2,v South Africa,23,0,51.11,Cape Town
55,6,21 Jan 2011,0,v South Africa,1,0,16.66,Port Elizabeth
56,8,23 Jan 2011,1,v South Africa,5,0,62.50,Centurion
57,75,6 Jun 2011,3,v West Indies,68,1,90.66,Port of Spain
58,14,8 Jun 2011,1,v West Indies,7,0,50.00,Port of Spain
59,91,11 Jun 2011,5,v West Indies,86,2,94.50,North Sound
60,47,13 Jun 2011,0,v West Indies,39,1,82.97,North Sound
61,72,16 Jun 2011,2,v West Indies,57,1,79.16,Kingston
62,1,3 Sep 2011,0,v England,0,0,0.00,Chester-le-Street
