,balls,date,fours,oppo,runs,sixes,srate,venue
0,1,23 Dec 2004,0,v Bangladesh,0,0,0.00,Chittagong
1,11,26 Dec 2004,2,v Bangladesh,12,0,109.09,Dhaka
2,2,27 Dec 2004,0,v Bangladesh,7,1,350.00,Dhaka
3,7,2 Apr 2005,0,v Pakistan,3,0,42.85,Kochi
4,123,5 Apr 2005,15,v Pakistan,148,4,120.32,Visakhapatnam
5,24,9 Apr 2005,5,v Pakistan,28,0,116.66,Jamshedpur
6,64,12 Apr 2005,4,v Pakistan,47,1,73.43,Ahmedabad
7,16,15 Apr 2005,1,v Pakistan,11,0,68.75,Kanpur
8,38,17 Apr 2005,2,v Pakistan,24,0,63.15,Delhi
9,7,30 Jul 2005,0,v Sri Lanka,2,0,28.57,Dambulla
10,11,31 Jul 2005,1,v West Indies,15,1,136.36,Dambulla
11,27,3 Aug 2005,1,v Sri Lanka,20,0,74.07,Dambulla
12,13,7 Aug 2005,1,v West Indies,28,2,215.38,Colombo (RPS)
13,11,9 Aug 2005,0,v Sri Lanka,7,0,63.63,Colombo (RPS)
14,5,26 Aug 2005,0,v New Zealand,2,0,40.00,Bulawayo
15,46,29 Aug 2005,2,v Zimbabwe,56,4,121.73,Harare
16,27,2 Sep 2005,3,v New Zealand,37,2,137.03,Harare
17,63,4 Sep 2005,1,v Zimbabwe,67,3,106.34,Harare
18,16,6 Sep 2005,1,v New Zealand,11,0,68.75,Harare
19,28,25 Oct 2005,3,v Sri Lanka,38,2,135.71,Nagpur
20,145,31 Oct 2005,15,v Sri Lanka,183,10,126.20,Jaipur
21,43,3 Nov 2005,1,v Sri Lanka,45,2,104.65,Pune
22,1,6 Nov 2005,0,v Sri Lanka,0,0,0.00,Ahmedabad
23,73,12 Nov 2005,9,v Sri Lanka,80,3,109.58,Vadodara
24,28,16 Nov 2005,1,v South Africa,17,0,60.71,Hyderabad (Deccan)
25,26,25 Nov 2005,0,v South Africa,14,0,53.84,Kolkata
26,26,28 Nov 2005,1,v South Africa,12,0,46.15,Mumbai
27,53,6 Feb 2006,11,v Pakistan,68,1,128.30,Peshawar
28,46,13 Feb 2006,13,v Pakistan,72,0,156.52,Lahore
29,5,16 Feb 2006,0,v Pakistan,2,0,40.00,Multan
30,56,19 Feb 2006,6,v Pakistan,77,4,137.50,Karachi
31,28,28 Mar 2006,2,v England,20,0,71.42,Delhi
32,55,31 Mar 2006,2,v England,38,0,69.09,Faridabad
33,6,3 Apr 2006,1,v England,13,1,216.66,Margao
34,13,6 Apr 2006,1,v England,10,0,76.92,Kochi
35,106,12 Apr 2006,10,v England,96,3,90.56,Jamshedpur
36,10,18 Apr 2006,0,v Pakistan,3,0,30.00,Abu Dhabi
37,72,19 Apr 2006,5,v Pakistan,59,0,81.94,Abu Dhabi
38,11,18 May 2006,2,v West Indies,18,1,163.63,Kingston
39,7,20 May 2006,0,v West Indies,2,0,28.57,Kingston
40,26,23 May 2006,1,v West Indies,15,0,57.69,Basseterre
41,58,26 May 2006,6,v West Indies,46,0,79.31,Port of Spain
42,19,28 May 2006,2,v West Indies,14,0,73.68,Port of Spain
43,10,14 Sep 2006,0,v West Indies,2,0,20.00,Kuala Lumpur
44,13,20 Sep 2006,4,v West Indies,18,0,138.46,Kuala Lumpur
45,34,22 Sep 2006,0,v Australia,23,1,67.64,Kuala Lumpur
46,22,15 Oct 2006,0,v England,7,0,31.81,Jaipur
47,65,26 Oct 2006,1,v West Indies,51,2,78.46,Ahmedabad
48,23,29 Oct 2006,2,v Australia,28,0,121.73,Mohali
49,27,22 Nov 2006,3,v South Africa,14,0,51.85,Durban
50,48,26 Nov 2006,3,v South Africa,55,4,114.58,Cape Town
