,balls,date,fours,oppo,runs,sixes,srate,venue
56,72,5 Sep 2015,5,v England,54,0,75.00,Lord's
57,42,8 Sep 2015,0,v England,25,0,59.52,Manchester
58,110,11 Sep 2015,6,v England,75,1,68.18,Leeds
59,45,13 Sep 2015,7,v England,41,0,91.11,Manchester
60,120,12 Jan 2016,7,v India,112,2,93.33,Perth
61,58,15 Jan 2016,6,v India,76,1,131.03,Brisbane
62,21,17 Jan 2016,3,v India,23,0,109.52,Melbourne
63,7,20 Jan 2016,0,v India,10,0,142.85,Canberra
64,14,23 Jan 2016,0,v India,6,0,42.85,Sydney
65,10,3 Feb 2016,0,v New Zealand,2,0,20.00,Auckland
66,1,6 Feb 2016,0,v New Zealand,0,0,0.00,Wellington
67,60,8 Feb 2016,3,v New Zealand,33,0,55.00,Hamilton
68,9,11 Jun 2016,0,v South Africa,11,1,122.22,Basseterre
69,56,13 Jun 2016,1,v West Indies,55,2,98.21,Basseterre
70,46,21 Jun 2016,5,v West Indies,34,0,73.91,Bridgetown
71,44,26 Jun 2016,2,v West Indies,22,0,50.00,Bridgetown
72,54,21 Aug 2016,3,v Sri Lanka,39,0,72.22,Colombo (RPS)
73,46,24 Aug 2016,0,v Sri Lanka,27,0,58.69,Colombo (RPS)
74,99,28 Aug 2016,5,v Sri Lanka,70,0,70.70,Dambulla
75,85,31 Aug 2016,11,v Sri Lanka,90,1,105.88,Dambulla
76,73,4 Sep 2016,2,v Sri Lanka,44,0,60.27,Pallekele
77,90,30 Sep 2016,7,v South Africa,74,2,82.22,Centurion
78,18,2 Oct 2016,2,v South Africa,9,0,50.00,Johannesburg
79,18,5 Oct 2016,1,v South Africa,28,1,155.55,Durban
80,6,9 Oct 2016,0,v South Africa,1,0,16.66,Port Elizabeth
81,8,12 Oct 2016,0,v South Africa,2,0,25.00,Cape Town
82,25,4 Dec 2016,0,v New Zealand,17,1,68.00,Sydney
83,1,6 Dec 2016,0,v New Zealand,0,0,0.00,Canberra
84,51,9 Dec 2016,1,v New Zealand,23,0,45.09,Melbourne
