,balls,date,fours,oppo,runs,sixes,srate,venue
0,10,1 Mar 2006,2,v West Indies,15,0,150.00,Napier
1,29,4 Mar 2006,7,v West Indies,31,0,106.89,Auckland
2,133,28 Dec 2006,12,v Sri Lanka,128,4,96.24,Napier
3,26,31 Dec 2006,2,v Sri Lanka,15,0,57.69,Queenstown
4,4,2 Jan 2007,0,v Sri Lanka,0,0,0.00,Christchurch
5,7,6 Jan 2007,0,v Sri Lanka,0,0,0.00,Auckland
6,82,14 Jan 2007,10,v Australia,84,3,102.43,Hobart
7,7,16 Jan 2007,0,v England,1,0,14.28,Hobart
8,43,21 Jan 2007,5,v Australia,26,0,60.46,Sydney
9,44,23 Jan 2007,1,v England,15,0,34.09,Adelaide
10,50,28 Jan 2007,2,v Australia,39,0,78.00,Perth
11,81,30 Jan 2007,7,v England,71,1,87.65,Perth
12,31,4 Feb 2007,1,v Australia,21,0,67.74,Melbourne
13,27,6 Feb 2007,1,v England,25,0,92.59,Brisbane
14,127,18 Feb 2007,16,v Australia,117,1,92.12,Auckland
15,12,20 Feb 2007,1,v Australia,11,0,91.66,Hamilton
16,1,16 Mar 2007,0,v England,0,0,0.00,Gros Islet
17,107,20 Mar 2007,8,v Kenya,85,1,79.43,Gros Islet
18,2,12 Apr 2007,0,v Sri Lanka,0,0,0.00,St George's
19,17,14 Apr 2007,1,v South Africa,10,0,58.82,St George's
20,6,20 Apr 2007,0,v Australia,3,0,50.00,St George's
21,25,24 Apr 2007,1,v Sri Lanka,9,0,36.00,Kingston
22,22,25 Nov 2007,1,v South Africa,20,1,90.90,Durban
23,10,30 Nov 2007,2,v South Africa,13,0,130.00,Port Elizabeth
24,10,2 Dec 2007,0,v South Africa,3,0,30.00,Cape Town
25,52,14 Dec 2007,1,v Australia,50,3,96.15,Adelaide
26,8,16 Dec 2007,0,v Australia,5,0,62.50,Sydney
27,19,20 Dec 2007,1,v Australia,13,0,68.42,Hobart
28,8,26 Dec 2007,0,v Bangladesh,8,1,100.00,Auckland
29,24,28 Dec 2007,2,v Bangladesh,34,1,141.66,Napier
30,39,9 Feb 2008,2,v England,24,1,61.53,Wellington
31,49,15 Feb 2008,1,v England,31,1,63.26,Auckland
32,47,20 Feb 2008,4,v England,48,1,102.12,Napier
33,52,23 Feb 2008,7,v England,41,0,78.84,Christchurch
34,34,15 Jun 2008,1,v England,20,0,58.82,Chester-le-Street
35,21,18 Jun 2008,5,v England,25,0,119.04,Birmingham
36,30,21 Jun 2008,0,v England,8,0,26.66,Bristol
37,15,25 Jun 2008,1,v England,6,0,40.00,The Oval
38,15,28 Jun 2008,0,v England,4,0,26.66,Lord's
39,24,1 Jul 2008,5,v Ireland,59,4,245.83,Aberdeen
