,balls,date,fours,oppo,runs,sixes,srate,venue
128,6,28 Mar 2006,0,v England,1,0,16.66,Delhi
129,20,31 Mar 2006,4,v England,18,0,90.00,Faridabad
130,76,3 Apr 2006,10,v England,103,3,135.52,Margao
131,55,6 Apr 2006,6,v England,48,0,87.27,Kochi
132,11,12 Apr 2006,0,v England,4,0,36.36,Jamshedpur
133,57,15 Apr 2006,6,v England,63,0,110.52,Indore
134,4,18 Apr 2006,1,v Pakistan,7,0,175.00,Abu Dhabi
135,10,19 Apr 2006,3,v Pakistan,24,1,240.00,Abu Dhabi
136,28,18 May 2006,1,v West Indies,12,0,42.85,Kingston
137,121,20 May 2006,8,v West Indies,93,1,76.85,Kingston
138,78,26 May 2006,5,v West Indies,52,0,66.66,Port of Spain
139,30,28 May 2006,2,v West Indies,26,0,86.66,Port of Spain
140,3,16 Sep 2006,0,v Australia,0,0,0.00,Kuala Lumpur
141,4,20 Sep 2006,0,v West Indies,0,0,0.00,Kuala Lumpur
142,61,15 Oct 2006,4,v England,27,0,44.26,Jaipur
143,43,26 Oct 2006,4,v West Indies,27,0,62.79,Ahmedabad
144,21,27 Jan 2007,1,v West Indies,10,0,47.61,Chennai
145,31,14 Feb 2007,4,v Sri Lanka,21,0,67.74,Margao
146,83,17 Feb 2007,11,v Sri Lanka,95,3,114.45,Visakhapatnam
147,58,17 Mar 2007,3,v Bangladesh,47,1,81.03,Port of Spain
148,46,19 Mar 2007,3,v Bermuda,83,7,180.43,Port of Spain
149,12,23 Mar 2007,0,v Sri Lanka,6,0,50.00,Port of Spain
150,9,10 May 2007,0,v Bangladesh,1,0,11.11,Dhaka
151,22,12 May 2007,2,v Bangladesh,24,2,109.09,Dhaka
152,30,6 Jun 2007,3,v Africa XI,31,0,103.33,Bangalore
153,13,9 Jun 2007,3,v Africa XI,30,2,230.76,Chennai
154,35,10 Jun 2007,6,v Africa XI,31,0,88.57,Chennai
155,12,26 Jun 2007,1,v South Africa,13,0,108.33,Belfast
156,63,29 Jun 2007,4,v South Africa,49,1,77.77,Belfast
157,82,1 Jul 2007,6,v South Africa,61,1,74.39,Belfast
158,28,16 Aug 2007,5,v Scotland,38,1,135.71,Glasgow
159,4,21 Aug 2007,0,v England,0,0,0.00,Southampton
160,53,24 Aug 2007,6,v England,49,0,92.45,Bristol
161,39,27 Aug 2007,4,v England,45,1,115.38,Birmingham
162,104,30 Aug 2007,5,v England,71,1,68.26,Manchester
163,57,2 Sep 2007,10,v England,72,2,126.31,Leeds
164,24,5 Sep 2007,1,v England,18,0,75.00,The Oval
165,48,8 Sep 2007,1,v England,28,1,58.33,Lord's
166,10,2 Oct 2007,0,v Australia,10,1,100.00,Kochi
167,115,5 Oct 2007,12,v Australia,121,3,105.21,Hyderabad (Deccan)
168,55,8 Oct 2007,5,v Australia,39,0,70.90,Chandigarh
169,7,11 Oct 2007,0,v Australia,1,0,14.28,Vadodara
170,11,14 Oct 2007,1,v Australia,6,0,54.54,Nagpur
171,26,17 Oct 2007,2,v Australia,15,0,57.69,Mumbai
172,74,5 Nov 2007,6,v Pakistan,58,1,78.37,Guwahati
173,44,8 Nov 2007,3,v Pakistan,34,0,77.27,Mohali
174,95,11 Nov 2007,4,v Pakistan,77,3,81.05,Kanpur
175,65,15 Nov 2007,4,v Pakistan,53,1,81.53,Gwalior
176,62,18 Nov 2007,3,v Pakistan,50,1,80.64,Jaipur
177,11,5 Feb 2008,0,v Sri Lanka,2,0,18.18,Brisbane
178,14,10 Feb 2008,0,v Australia,3,0,21.42,Melbourne
179,3,12 Feb 2008,1,v Sri Lanka,6,0,200.00,Canberra
180,44,17 Feb 2008,3,v Australia,26,1,59.09,Adelaide
181,70,19 Feb 2008,10,v Sri Lanka,76,1,108.57,Adelaide
182,3,24 Feb 2008,1,v Australia,5,0,166.66,Sydney
183,35,26 Feb 2008,4,v Sri Lanka,36,1,102.85,Hobart
184,21,2 Mar 2008,1,v Australia,10,0,47.61,Sydney
185,38,4 Mar 2008,2,v Australia,38,2,100.00,Brisbane
186,54,10 Jun 2008,3,v Pakistan,55,3,101.85,Dhaka
187,33,12 Jun 2008,1,v Bangladesh,26,1,78.78,Dhaka
188,59,14 Jun 2008,5,v Pakistan,56,1,94.91,Dhaka
189,47,26 Jun 2008,1,v Pakistan,48,3,102.12,Karachi
190,35,28 Jun 2008,2,v Bangladesh,36,2,102.85,Karachi
191,32,2 Jul 2008,4,v Pakistan,37,1,115.62,Karachi
192,31,3 Jul 2008,3,v Sri Lanka,36,1,116.12,Karachi
193,2,6 Jul 2008,0,v Sri Lanka,0,0,0.00,Karachi
194,30,18 Aug 2008,2,v Sri Lanka,23,1,76.66,Dambulla
195,32,20 Aug 2008,4,v Sri Lanka,20,0,62.50,Dambulla
196,17,24 Aug 2008,0,v Sri Lanka,12,1,70.58,Colombo (RPS)
197,6,27 Aug 2008,0,v Sri Lanka,0,0,0.00,Colombo (RPS)
198,23,29 Aug 2008,2,v Sri Lanka,17,0,73.91,Colombo (RPS)
199,78,14 Nov 2008,16,v England,138,6,176.92,Rajkot
200,122,17 Nov 2008,15,v England,118,2,96.72,Indore
201,31,20 Nov 2008,2,v England,38,1,122.58,Kanpur
202,11,23 Nov 2008,0,v England,25,3,227.27,Bangalore
203,9,26 Nov 2008,0,v England,6,0,66.66,Cuttack
204,40,28 Jan 2009,2,v Sri Lanka,23,0,57.50,Dambulla
205,88,31 Jan 2009,7,v Sri Lanka,66,1,75.00,Colombo (RPS)
206,95,3 Feb 2009,17,v Sri Lanka,117,1,123.15,Colombo (RPS)
207,6,5 Feb 2009,1,v Sri Lanka,5,0,83.33,Colombo (RPS)
208,62,8 Feb 2009,11,v Sri Lanka,73,1,117.74,Colombo (RPS)
209,13,3 Mar 2009,0,v New Zealand,2,0,15.38,Napier
210,4,6 Mar 2009,0,v New Zealand,0,0,0.00,Wellington
211,60,8 Mar 2009,10,v New Zealand,87,6,145.00,Christchurch
212,24,14 Mar 2009,0,v New Zealand,11,0,45.83,Auckland
213,102,26 Jun 2009,10,v West Indies,131,7,128.43,Kingston
214,33,28 Jun 2009,5,v West Indies,35,1,106.06,Kingston
215,6,3 Jul 2009,0,v West Indies,2,0,33.33,Gros Islet
216,13,11 Sep 2009,2,v New Zealand,8,0,61.53,Colombo (RPS)
217,22,12 Sep 2009,2,v Sri Lanka,16,0,72.72,Colombo (RPS)
218,41,14 Sep 2009,6,v Sri Lanka,56,1,136.58,Colombo (RPS)
219,24,28 Oct 2009,2,v Australia,23,1,95.83,Nagpur
220,96,31 Oct 2009,8,v Australia,78,2,81.25,Delhi
221,21,2 Nov 2009,0,v Australia,12,0,57.14,Mohali
222,10,5 Nov 2009,1,v Australia,9,0,90.00,Hyderabad (Deccan)
223,16,8 Nov 2009,1,v Australia,6,0,37.50,Guwahati
224,40,21 Dec 2009,3,v Sri Lanka,23,0,57.50,Cuttack
225,84,5 Jan 2010,6,v Sri Lanka,74,2,88.09,Dhaka
226,4,7 Jan 2010,0,v Bangladesh,1,0,25.00,Dhaka
227,7,10 Jan 2010,0,v Sri Lanka,8,0,114.28,Dhaka
228,25,11 Jan 2010,1,v Bangladesh,13,0,52.00,Dhaka
229,3,13 Jan 2010,0,v Sri Lanka,0,0,0.00,Dhaka
230,25,10 Aug 2010,1,v New Zealand,5,0,20.00,Dambulla
231,64,22 Aug 2010,5,v Sri Lanka,38,1,59.37,Dambulla
232,19,25 Aug 2010,1,v New Zealand,6,0,31.57,Dambulla
233,31,28 Aug 2010,4,v Sri Lanka,26,0,83.87,Dambulla
234,87,20 Oct 2010,5,v Australia,58,0,66.66,Visakhapatnam
235,64,28 Nov 2010,7,v New Zealand,42,0,65.62,Guwahati
236,11,1 Dec 2010,1,v New Zealand,16,1,145.45,Jaipur
237,28,7 Dec 2010,1,v New Zealand,20,1,71.42,Bangalore
238,46,10 Dec 2010,6,v New Zealand,42,2,91.30,Chennai
239,4,12 Jan 2011,0,v South Africa,2,0,50.00,Durban
240,68,15 Jan 2011,4,v South Africa,53,0,77.94,Johannesburg
241,27,18 Jan 2011,2,v South Africa,16,0,59.25,Cape Town
242,20,21 Jan 2011,1,v South Africa,12,1,60.00,Port Elizabeth
243,14,23 Jan 2011,2,v South Africa,8,0,57.14,Centurion
244,50,27 Feb 2011,9,v England,58,0,116.00,Bangalore
245,75,6 Mar 2011,3,v Ireland,50,0,66.66,Bangalore
246,73,9 Mar 2011,7,v Netherlands,51,0,69.86,Delhi
247,9,12 Mar 2011,0,v South Africa,12,1,133.33,Nagpur
248,123,20 Mar 2011,10,v West Indies,113,2,91.86,Chennai
249,65,24 Mar 2011,8,v Australia,57,0,87.69,Ahmedabad
250,1,30 Mar 2011,0,v Pakistan,0,0,0.00,Mohali
251,24,2 Apr 2011,2,v Sri Lanka,21,0,87.50,Mumbai
252,3,30 Dec 2012,0,v Pakistan,2,0,66.66,Chennai
253,19,3 Jan 2013,0,v Pakistan,9,0,47.36,Kolkata
254,23,6 Jan 2013,4,v Pakistan,23,0,100.00,Delhi
255,54,11 Jan 2013,8,v England,61,1,112.96,Rajkot
256,37,15 Jan 2013,5,v England,32,0,86.48,Kochi
257,21,19 Jan 2013,6,v England,30,0,142.85,Ranchi
258,16,23 Jan 2013,0,v England,3,0,18.75,Mohali
259,3,27 Jan 2013,0,v England,0,0,0.00,Dharamsala
260,7,13 Oct 2013,0,v Australia,7,1,100.00,Pune
261,1,19 Oct 2013,0,v Australia,0,0,0.00,Mohali
262,3,30 Oct 2013,0,v Australia,0,0,0.00,Nagpur
263,14,2 Nov 2013,0,v Australia,12,1,85.71,Bangalore
264,29,21 Nov 2013,2,v West Indies,16,0,55.17,Kochi
265,49,24 Nov 2013,3,v West Indies,28,1,57.14,Visakhapatnam
266,74,27 Nov 2013,7,v West Indies,55,0,74.32,Kanpur
267,2,5 Dec 2013,0,v South Africa,0,0,0.00,Johannesburg
