,balls,date,fours,oppo,runs,sixes,srate,venue
0,49,11 Dec 1999,2,v Zimbabwe,35,0,71.42,Bulawayo
1,18,12 Dec 1999,1,v Zimbabwe,6,0,33.33,Bulawayo
2,30,15 Dec 1999,2,v Zimbabwe,27,0,90.00,Harare
3,31,18 Dec 1999,2,v Zimbabwe,20,0,64.51,Harare
4,73,19 Dec 1999,3,v Zimbabwe,53,0,72.60,Harare
5,33,13 Feb 2000,3,v Pakistan,34,0,103.03,Karachi
6,0,16 Feb 2000,0,v Pakistan,0,0,-,Gujranwala
7,29,19 Feb 2000,0,v Pakistan,17,0,58.62,Lahore
8,5,1 Jun 2000,0,v India,1,0,20.00,Dhaka
9,30,25 Oct 2000,0,v Zimbabwe,16,0,53.33,Sharjah
10,22,15 Dec 2000,2,v South Africa,18,0,81.81,Port Elizabeth
11,2,20 Apr 2001,0,v Pakistan,3,0,150.00,Sharjah
12,12,14 Apr 2002,0,v New Zealand,2,0,16.66,Sharjah
13,63,7 Aug 2002,5,v Bangladesh,50,0,79.36,Colombo (RPS)
14,17,13 May 2003,4,v New Zealand,18,0,105.88,Dambulla
15,93,18 May 2003,2,v Pakistan,46,0,49.46,Dambulla
16,18,19 May 2003,0,v New Zealand,7,0,38.88,Dambulla
17,46,7 Jun 2003,0,v West Indies,27,0,58.69,Bridgetown
18,8,8 Jun 2003,2,v West Indies,13,0,162.50,Bridgetown
19,7,11 Jun 2003,0,v West Indies,0,0,0.00,Kingstown
20,28,20 Feb 2004,1,v Australia,18,0,64.28,Dambulla
21,18,22 Feb 2004,0,v Australia,11,0,61.11,Dambulla
22,40,25 Feb 2004,2,v Australia,30,0,75.00,Colombo (RPS)
23,9,27 Feb 2004,1,v Australia,9,0,100.00,Colombo (RPS)
24,38,29 Feb 2004,2,v Australia,15,0,39.47,Colombo (SSC)
25,41,20 Apr 2004,2,v Zimbabwe,35,0,85.36,Bulawayo
26,31,27 Apr 2004,1,v Zimbabwe,18,0,58.06,Harare
27,35,29 Apr 2004,1,v Zimbabwe,21,0,60.00,Harare
28,10,17 Jul 2004,0,v U.A.E.,6,0,60.00,Dambulla
29,8,18 Jul 2004,1,v India,7,0,87.50,Dambulla
30,46,27 Jul 2004,3,v India,39,0,84.78,Colombo (RPS)
31,35,1 Aug 2004,0,v India,22,0,62.85,Colombo (RPS)
32,37,20 Aug 2004,2,v South Africa,38,0,102.70,Colombo (RPS)
33,21,22 Aug 2004,0,v South Africa,5,0,23.80,Colombo (RPS)
34,6,25 Aug 2004,0,v South Africa,3,0,50.00,Dambulla
35,17,31 Aug 2004,3,v South Africa,18,0,105.88,Colombo (SSC)
36,28,14 Sep 2004,2,v Zimbabwe,25,0,89.28,The Oval
37,2,17 Sep 2004,0,v England,2,0,100.00,Southampton
38,15,6 Oct 2004,0,v Pakistan,4,0,26.66,Karachi
39,21,9 Oct 2004,5,v Zimbabwe,26,0,123.80,Rawalpindi
40,25,14 Oct 2004,4,v Pakistan,32,0,128.00,Lahore
41,37,16 Oct 2004,4,v Pakistan,39,0,105.40,Lahore
42,79,26 Dec 2004,3,v New Zealand,48,1,60.75,Auckland
43,44,30 Jul 2005,3,v India,17,0,38.63,Dambulla
44,7,2 Aug 2005,0,v West Indies,4,0,57.14,Dambulla
45,11,3 Aug 2005,0,v India,7,0,63.63,Dambulla
46,1,6 Aug 2005,0,v West Indies,0,0,0.00,Colombo (RPS)
47,11,9 Aug 2005,0,v India,7,0,63.63,Colombo (RPS)
48,5,31 Aug 2005,0,v Bangladesh,1,0,20.00,Colombo (SSC)
49,59,2 Sep 2005,0,v Bangladesh,27,0,45.76,Colombo (RPS)
50,25,25 Oct 2005,2,v India,23,1,92.00,Nagpur
51,1,28 Oct 2005,0,v India,0,0,0.00,Mohali
52,6,31 Oct 2005,0,v India,3,0,50.00,Jaipur
53,68,3 Nov 2005,9,v India,52,0,76.47,Pune
54,67,6 Nov 2005,8,v India,81,0,120.89,Ahmedabad
55,63,9 Nov 2005,9,v India,59,0,93.65,Rajkot
56,3,12 Nov 2005,1,v India,4,0,133.33,Vadodara
57,54,31 Dec 2005,4,v New Zealand,42,1,77.77,Queenstown
58,15,3 Jan 2006,0,v New Zealand,10,0,66.66,Christchurch
59,34,6 Jan 2006,0,v New Zealand,17,0,50.00,Wellington
60,54,8 Jan 2006,5,v New Zealand,43,0,79.62,Napier
61,37,13 Jan 2006,3,v Australia,29,0,78.37,Melbourne (Docklands)
62,20,17 Jan 2006,0,v South Africa,15,0,75.00,Brisbane
63,6,22 Jan 2006,0,v Australia,6,0,100.00,Sydney
64,108,24 Jan 2006,3,v South Africa,82,0,75.92,Adelaide
65,9,26 Jan 2006,0,v Australia,1,0,11.11,Adelaide
66,33,29 Jan 2006,3,v Australia,35,0,106.06,Perth
67,42,31 Jan 2006,3,v South Africa,37,0,88.09,Perth
68,24,7 Feb 2006,2,v South Africa,30,1,125.00,Hobart
69,20,10 Feb 2006,0,v Australia,26,2,130.00,Adelaide
