,balls,date,fours,oppo,runs,sixes,srate,venue
35,2,7 Dec 2010,0,v New Zealand,0,0,0.00,Bangalore
36,8,10 Dec 2010,0,v New Zealand,2,0,25.00,Chennai
37,70,12 Jan 2011,2,v South Africa,54,1,77.14,Durban
38,34,15 Jan 2011,1,v South Africa,22,0,64.70,Johannesburg
39,41,18 Jan 2011,5,v South Africa,28,0,68.29,Cape Town
40,92,21 Jan 2011,7,v South Africa,87,2,94.56,Port Elizabeth
41,6,23 Jan 2011,0,v South Africa,2,0,33.33,Centurion
42,83,19 Feb 2011,8,v Bangladesh,100,2,120.48,Dhaka
43,5,27 Feb 2011,1,v England,8,0,160.00,Bangalore
44,53,6 Mar 2011,3,v Ireland,34,0,64.15,Bangalore
45,20,9 Mar 2011,2,v Netherlands,12,0,60.00,Delhi
46,3,12 Mar 2011,0,v South Africa,1,0,33.33,Nagpur
47,76,20 Mar 2011,5,v West Indies,59,0,77.63,Chennai
48,33,24 Mar 2011,1,v Australia,24,0,72.72,Ahmedabad
49,21,30 Mar 2011,0,v Pakistan,9,0,42.85,Mohali
50,49,2 Apr 2011,4,v Sri Lanka,35,0,71.42,Mumbai
51,8,6 Jun 2011,0,v West Indies,2,0,25.00,Port of Spain
52,103,8 Jun 2011,6,v West Indies,81,1,78.64,Port of Spain
53,1,11 Jun 2011,0,v West Indies,0,0,0.00,North Sound
54,33,13 Jun 2011,1,v West Indies,22,0,66.66,North Sound
55,104,16 Jun 2011,10,v West Indies,94,0,90.38,Kingston
56,73,3 Sep 2011,4,v England,55,0,75.34,Chester-le-Street
57,9,6 Sep 2011,0,v England,9,0,100.00,Southampton
58,18,9 Sep 2011,0,v England,7,0,38.88,The Oval
59,36,11 Sep 2011,1,v England,16,0,44.44,Lord's
60,93,16 Sep 2011,9,v England,107,1,115.05,Cardiff
61,63,14 Oct 2011,0,v England,37,0,58.73,Hyderabad (Deccan)
62,98,17 Oct 2011,16,v England,112,0,114.28,Delhi
63,30,20 Oct 2011,5,v England,35,0,116.66,Mohali
64,99,23 Oct 2011,11,v England,86,0,86.86,Mumbai
65,5,25 Oct 2011,0,v England,0,0,0.00,Kolkata
66,6,29 Nov 2011,0,v West Indies,3,0,50.00,Cuttack
67,123,2 Dec 2011,14,v West Indies,117,0,95.12,Visakhapatnam
68,30,5 Dec 2011,3,v West Indies,20,0,66.66,Ahmedabad
69,11,8 Dec 2011,3,v West Indies,23,0,209.09,Indore
70,85,11 Dec 2011,5,v West Indies,80,0,94.11,Chennai
71,34,5 Feb 2012,3,v Australia,31,0,91.17,Melbourne
72,94,8 Feb 2012,8,v Sri Lanka,77,1,81.91,Perth
73,28,12 Feb 2012,1,v Australia,18,0,64.28,Adelaide
74,25,14 Feb 2012,1,v Sri Lanka,15,0,60.00,Adelaide
75,25,19 Feb 2012,0,v Australia,12,0,48.00,Brisbane
76,83,21 Feb 2012,2,v Sri Lanka,66,0,79.51,Brisbane
77,27,26 Feb 2012,2,v Australia,21,0,77.77,Sydney
78,86,28 Feb 2012,16,v Sri Lanka,133,2,154.65,Hobart
79,120,13 Mar 2012,7,v Sri Lanka,108,0,90.00,Dhaka
80,82,16 Mar 2012,5,v Bangladesh,66,0,80.48,Dhaka
81,148,18 Mar 2012,22,v Pakistan,183,1,123.64,Dhaka
82,113,21 Jul 2012,9,v Sri Lanka,106,0,93.80,Hambantota
83,5,24 Jul 2012,0,v Sri Lanka,1,0,20.00,Hambantota
84,65,28 Jul 2012,2,v Sri Lanka,38,0,58.46,Colombo (RPS)
85,119,31 Jul 2012,12,v Sri Lanka,128,1,107.56,Colombo (RPS)
86,35,4 Aug 2012,2,v Sri Lanka,23,0,65.71,Pallekele
87,5,30 Dec 2012,0,v Pakistan,0,0,0.00,Chennai
88,9,3 Jan 2013,1,v Pakistan,6,0,66.66,Kolkata
89,17,6 Jan 2013,1,v Pakistan,7,0,41.17,Delhi
90,22,11 Jan 2013,1,v England,15,0,68.18,Rajkot
91,54,15 Jan 2013,1,v England,37,1,68.51,Kochi
92,79,19 Jan 2013,9,v England,77,2,97.46,Ranchi
93,33,23 Jan 2013,3,v England,26,0,78.78,Mohali
94,1,27 Jan 2013,0,v England,0,0,0.00,Dharamsala
95,41,6 Jun 2013,2,v South Africa,31,0,75.60,Cardiff
96,18,11 Jun 2013,4,v West Indies,22,0,122.22,The Oval
97,27,15 Jun 2013,3,v Pakistan,22,0,81.48,Birmingham
98,64,20 Jun 2013,4,v Sri Lanka,58,1,90.62,Cardiff
99,34,23 Jun 2013,4,v England,43,1,126.47,Birmingham
100,21,30 Jun 2013,0,v West Indies,11,1,52.38,Kingston
101,5,2 Jul 2013,0,v Sri Lanka,2,0,40.00,Kingston
102,83,5 Jul 2013,13,v West Indies,102,2,122.89,Port of Spain
103,52,9 Jul 2013,4,v Sri Lanka,31,0,59.61,Port of Spain
104,5,11 Jul 2013,0,v Sri Lanka,2,0,40.00,Port of Spain
105,108,24 Jul 2013,13,v Zimbabwe,115,1,106.48,Harare
106,18,26 Jul 2013,2,v Zimbabwe,14,0,77.77,Harare
107,88,28 Jul 2013,5,v Zimbabwe,68,1,77.27,Harare
108,85,13 Oct 2013,6,v Australia,61,0,71.76,Pune
109,52,16 Oct 2013,8,v Australia,100,7,192.30,Jaipur
110,73,19 Oct 2013,9,v Australia,68,0,93.15,Mohali
111,66,30 Oct 2013,18,v Australia,115,1,174.24,Nagpur
112,3,2 Nov 2013,0,v Australia,0,0,0.00,Bangalore
113,84,21 Nov 2013,9,v West Indies,86,2,102.38,Kochi
114,100,24 Nov 2013,9,v West Indies,99,0,99.00,Visakhapatnam
115,18,27 Nov 2013,3,v West Indies,19,0,105.55,Kanpur
116,35,5 Dec 2013,5,v South Africa,31,0,88.57,Johannesburg
117,5,8 Dec 2013,0,v South Africa,0,0,0.00,Durban
118,111,19 Jan 2014,11,v New Zealand,123,2,110.81,Napier
119,65,22 Jan 2014,7,v New Zealand,78,2,120.00,Hamilton
120,20,25 Jan 2014,1,v New Zealand,6,0,30.00,Auckland
121,10,28 Jan 2014,0,v New Zealand,2,0,20.00,Hamilton
122,78,31 Jan 2014,7,v New Zealand,82,3,105.12,Wellington
123,122,26 Feb 2014,16,v Bangladesh,136,2,111.47,Fatullah
124,51,28 Feb 2014,4,v Sri Lanka,48,1,94.11,Fatullah
125,11,2 Mar 2014,0,v Pakistan,5,0,45.45,Dhaka
126,3,27 Aug 2014,0,v England,0,0,0.00,Cardiff
127,50,30 Aug 2014,2,v England,40,1,80.00,Nottingham
128,3,2 Sep 2014,0,v England,1,0,33.33,Birmingham
129,21,5 Sep 2014,2,v England,13,0,61.90,Leeds
130,5,8 Oct 2014,0,v West Indies,2,0,40.00,Kochi
131,78,11 Oct 2014,5,v West Indies,62,0,79.48,Delhi
132,114,17 Oct 2014,13,v West Indies,127,3,111.40,Dharamsala
133,21,2 Nov 2014,2,v Sri Lanka,22,0,104.76,Cuttack
134,44,6 Nov 2014,2,v Sri Lanka,49,2,111.36,Ahmedabad
135,61,9 Nov 2014,4,v Sri Lanka,53,1,86.88,Hyderabad (Deccan)
136,64,13 Nov 2014,6,v Sri Lanka,66,0,103.12,Kolkata
137,126,16 Nov 2014,12,v Sri Lanka,139,3,110.31,Ranchi
138,16,18 Jan 2015,0,v Australia,9,0,56.25,Melbourne
139,8,20 Jan 2015,0,v England,4,0,50.00,Brisbane
140,9,26 Jan 2015,0,v Australia,3,0,33.33,Sydney
141,19,30 Jan 2015,0,v England,8,0,42.10,Perth
142,126,15 Feb 2015,8,v Pakistan,107,0,84.92,Adelaide
143,60,22 Feb 2015,3,v South Africa,46,0,76.66,Melbourne
144,41,28 Feb 2015,5,v U.A.E.,33,0,80.48,Perth
145,36,6 Mar 2015,5,v West Indies,33,0,91.66,Perth
146,42,10 Mar 2015,4,v Ireland,44,1,104.76,Hamilton
147,48,14 Mar 2015,4,v Zimbabwe,38,0,79.16,Auckland
148,8,19 Mar 2015,0,v Bangladesh,3,0,37.50,Melbourne
149,13,26 Mar 2015,0,v Australia,1,0,7.69,Sydney
150,4,18 Jun 2015,0,v Bangladesh,1,0,25.00,Dhaka
151,27,21 Jun 2015,3,v Bangladesh,23,1,85.18,Dhaka
152,35,24 Jun 2015,1,v Bangladesh,25,0,71.42,Dhaka
153,18,11 Oct 2015,0,v South Africa,11,0,61.11,Kanpur
154,18,14 Oct 2015,0,v South Africa,12,0,66.66,Indore
155,99,18 Oct 2015,5,v South Africa,77,0,77.77,Rajkot
156,140,22 Oct 2015,6,v South Africa,138,5,98.57,Chennai
157,6,25 Oct 2015,0,v South Africa,7,1,116.66,Mumbai
158,97,12 Jan 2016,9,v Australia,91,1,93.81,Perth
159,67,15 Jan 2016,4,v Australia,59,0,88.05,Brisbane
160,117,17 Jan 2016,7,v Australia,117,2,100.00,Melbourne
161,92,20 Jan 2016,11,v Australia,106,1,115.21,Canberra
162,11,23 Jan 2016,1,v Australia,8,0,72.72,Sydney
163,81,16 Oct 2016,9,v New Zealand,85,1,104.93,Dharamsala
164,13,20 Oct 2016,1,v New Zealand,9,0,69.23,Delhi
165,134,23 Oct 2016,16,v New Zealand,154,1,114.92,Mohali
166,51,26 Oct 2016,2,v New Zealand,45,1,88.23,Ranchi
167,76,29 Oct 2016,2,v New Zealand,65,1,85.52,Visakhapatnam
