,balls,date,fours,oppo,runs,sixes,srate,venue
0,2,1 Apr 1999,0,v Pakistan,1,0,50.00,Mohali
1,24,14 Dec 2000,0,v Zimbabwe,19,1,79.16,Rajkot
2,54,25 Mar 2001,8,v Australia,58,0,107.40,Bangalore
3,7,27 Jun 2001,0,v Zimbabwe,2,0,28.57,Bulawayo
4,16,30 Jun 2001,1,v West Indies,11,0,68.75,Bulawayo
5,9,4 Jul 2001,1,v West Indies,4,0,44.44,Harare
6,7,7 Jul 2001,0,v West Indies,2,0,28.57,Harare
7,3,20 Jul 2001,0,v New Zealand,0,0,0.00,Colombo (RPS)
8,14,22 Jul 2001,0,v Sri Lanka,12,0,85.71,Colombo (RPS)
9,54,26 Jul 2001,3,v New Zealand,33,0,61.11,Colombo (RPS)
10,41,28 Jul 2001,5,v Sri Lanka,27,0,65.85,Colombo (RPS)
11,1,1 Aug 2001,0,v Sri Lanka,0,0,0.00,Colombo (SSC)
12,70,2 Aug 2001,19,v New Zealand,100,1,142.85,Colombo (SSC)
13,4,5 Aug 2001,1,v Sri Lanka,4,0,100.00,Colombo (RPS)
14,5,5 Oct 2001,0,v South Africa,5,0,100.00,Johannesburg
15,27,10 Oct 2001,4,v South Africa,33,1,122.22,Centurion
16,43,12 Oct 2001,11,v Kenya,55,0,127.90,Bloemfontein
17,5,19 Oct 2001,0,v South Africa,4,0,80.00,East London
18,23,24 Oct 2001,7,v Kenya,55,3,239.13,Paarl
19,58,26 Oct 2001,4,v South Africa,34,1,58.62,Durban
20,37,19 Jan 2002,5,v England,29,0,78.37,Kolkata
21,10,22 Jan 2002,0,v England,5,0,50.00,Cuttack
22,58,25 Jan 2002,8,v England,51,0,87.93,Chennai
23,62,28 Jan 2002,14,v England,82,0,132.25,Kanpur
24,36,31 Jan 2002,7,v England,42,0,116.66,Delhi
25,29,3 Feb 2002,4,v England,31,1,106.89,Mumbai
26,36,29 May 2002,3,v West Indies,21,0,58.33,Bridgetown
27,1,1 Jun 2002,0,v West Indies,0,0,0.00,Port of Spain
28,32,2 Jun 2002,6,v West Indies,32,0,100.00,Port of Spain
29,65,29 Jun 2002,9,v England,71,1,109.23,Lord's
30,20,30 Jun 2002,2,v Sri Lanka,12,0,60.00,The Oval
31,19,4 Jul 2002,2,v England,16,0,84.21,Chester-le-Street
