,balls,date,fours,oppo,runs,sixes,srate,venue
0,22,11 Apr 2003,2,v Bangladesh,11,0,50.00,Dhaka
1,30,13 Apr 2003,3,v South Africa,18,0,60.00,Dhaka
2,89,16 Apr 2003,9,v Bangladesh,71,0,79.77,Dhaka
3,11,18 Apr 2003,0,v South Africa,2,0,18.18,Dhaka
4,33,21 Apr 2003,1,v South Africa,11,0,33.33,Dhaka
5,97,6 Nov 2005,13,v Sri Lanka,103,1,106.18,Ahmedabad
6,27,9 Nov 2005,6,v Sri Lanka,28,0,103.70,Rajkot
7,4,16 Nov 2005,0,v South Africa,1,0,25.00,Hyderabad (Deccan)
8,50,19 Nov 2005,7,v South Africa,38,0,76.00,Bangalore
9,19,25 Nov 2005,2,v South Africa,11,0,57.89,Kolkata
10,7,28 Nov 2005,0,v South Africa,0,0,0.00,Mumbai
11,8,13 Feb 2006,0,v Pakistan,2,0,25.00,Lahore
12,20,16 Feb 2006,5,v Pakistan,21,0,105.00,Multan
13,50,19 Feb 2006,6,v Pakistan,38,0,76.00,Karachi
14,27,28 Mar 2006,3,v England,25,1,92.59,Delhi
15,45,31 Mar 2006,4,v England,29,0,64.44,Faridabad
16,75,21 Jan 2007,10,v West Indies,69,0,92.00,Nagpur
17,11,24 Jan 2007,0,v West Indies,2,0,18.18,Cuttack
18,6,27 Jan 2007,0,v West Indies,0,0,0.00,Chennai
19,17,10 May 2007,4,v Bangladesh,21,0,123.52,Dhaka
20,113,12 May 2007,11,v Bangladesh,101,0,89.38,Dhaka
21,107,23 Jun 2007,9,v Ireland,80,0,74.76,Belfast
22,7,26 Jun 2007,0,v South Africa,0,0,0.00,Belfast
23,11,1 Jul 2007,1,v South Africa,5,0,45.45,Belfast
24,115,16 Aug 2007,8,v Scotland,85,1,73.91,Glasgow
25,14,21 Aug 2007,0,v England,3,0,21.42,Southampton
26,66,2 Sep 2007,5,v England,51,0,77.27,Leeds
27,57,5 Sep 2007,3,v England,47,1,82.45,The Oval
28,20,8 Sep 2007,0,v England,12,0,60.00,Lord's
29,10,29 Sep 2007,1,v Australia,4,0,40.00,Bangalore
30,13,2 Oct 2007,1,v Australia,7,0,53.84,Kochi
31,11,5 Oct 2007,0,v Australia,6,0,54.54,Hyderabad (Deccan)
32,51,5 Nov 2007,7,v Pakistan,44,0,86.27,Guwahati
33,68,8 Nov 2007,7,v Pakistan,57,0,83.82,Mohali
34,49,11 Nov 2007,1,v Pakistan,25,0,51.02,Kanpur
35,13,15 Nov 2007,0,v Pakistan,3,0,23.07,Gwalior
36,15,18 Nov 2007,2,v Pakistan,12,0,80.00,Jaipur
37,51,3 Feb 2008,4,v Australia,39,0,76.47,Brisbane
38,101,5 Feb 2008,10,v Sri Lanka,102,1,100.99,Brisbane
39,43,10 Feb 2008,2,v Australia,21,0,48.83,Melbourne
40,33,12 Feb 2008,3,v Sri Lanka,35,0,106.06,Canberra
41,42,17 Feb 2008,3,v Australia,34,0,80.95,Adelaide
42,34,19 Feb 2008,2,v Sri Lanka,15,0,44.11,Adelaide
43,119,24 Feb 2008,9,v Australia,113,1,94.95,Sydney
44,89,26 Feb 2008,5,v Sri Lanka,63,0,70.78,Hobart
45,4,2 Mar 2008,0,v Australia,3,0,75.00,Sydney
46,16,4 Mar 2008,1,v Australia,15,0,93.75,Brisbane
47,62,10 Jun 2008,6,v Pakistan,62,0,100.00,Dhaka
48,101,12 Jun 2008,13,v Bangladesh,107,1,105.94,Dhaka
49,33,14 Jun 2008,4,v Pakistan,40,1,121.21,Dhaka
