,balls,date,fours,oppo,runs,sixes,srate,venue
0,77,8 Feb 2009,5,v Sri Lanka,60,0,77.92,Colombo (RPS)
1,1,26 Jun 2009,0,v West Indies,0,0,0.00,Kingston
2,12,28 Jun 2009,1,v West Indies,7,0,58.33,Kingston
3,13,25 Oct 2009,0,v Australia,5,0,38.46,Vadodara
4,21,2 Nov 2009,1,v Australia,7,0,33.33,Mohali
5,17,5 Nov 2009,3,v Australia,23,0,135.29,Hyderabad (Deccan)
6,103,8 Nov 2009,6,v Australia,57,0,55.33,Guwahati
7,17,15 Dec 2009,1,v Sri Lanka,30,2,176.47,Rajkot
8,6,18 Dec 2009,2,v Sri Lanka,12,0,200.00,Nagpur
9,34,5 Jan 2010,3,v Sri Lanka,39,1,114.70,Dhaka
10,64,13 Jan 2010,0,v Sri Lanka,38,0,59.37,Dhaka
11,20,21 Feb 2010,1,v South Africa,22,0,110.00,Jaipur
12,35,27 Feb 2010,2,v South Africa,36,1,102.85,Ahmedabad
13,61,28 May 2010,5,v Zimbabwe,61,0,100.00,Bulawayo
14,72,3 Jun 2010,3,v Zimbabwe,51,2,70.83,Harare
15,26,5 Jun 2010,0,v Sri Lanka,19,1,73.07,Harare
16,9,19 Jun 2010,0,v Pakistan,6,0,66.66,Dambulla
17,1,22 Jun 2010,0,v Sri Lanka,0,0,0.00,Dambulla
18,27,24 Jun 2010,1,v Sri Lanka,25,0,92.59,Dambulla
19,44,10 Aug 2010,2,v New Zealand,20,0,45.45,Dambulla
20,9,22 Aug 2010,0,v Sri Lanka,0,0,0.00,Dambulla
21,26,25 Aug 2010,3,v New Zealand,17,0,65.38,Dambulla
22,89,9 Sep 2011,10,v England,78,0,87.64,The Oval
23,0,11 Sep 2011,0,v England,0,0,-,Lord's
24,1,16 Sep 2011,0,v England,0,0,0.00,Cardiff
25,22,14 Oct 2011,1,v England,27,2,122.72,Hyderabad (Deccan)
26,24,20 Oct 2011,2,v England,26,0,108.33,Mohali
