,date,runs,balls
0,2014-03-02, , 
1,2014-03-05, , 
2,2014-07-27, , 
3,2014-07-29,1,2
4,2014-08-07,16,25
5,2014-08-09, , 
6,2014-08-11, , 
7,2014-08-13,1,7
8,2014-10-24,34,43
9,2014-10-27, , 
10,2014-11-25,26,24
11,2014-12-12, , 
12,2014-12-14,6,9
13,2014-12-17, , 
14,2014-12-19, , 
15,2014-12-27, , 
16,2014-12-30, , 
17,2015-01-02,3,4
18,2015-01-11, , 
19,2015-01-17, , 
20,2015-01-20, , 
21,2015-01-23, , 
22,2015-01-25, , 
23,2015-01-29,5,6
