,date,runs,balls
0,2014-03-31,1,1
1,2014-04-02, , 
2,2014-04-03,6,5
3,2014-04-04,1,3
4,2014-04-19, , 
5,2014-04-21,1,5
6,2014-04-25, , 
7,2014-04-27, , 
8,2014-05-03, , 
9,2014-05-05, , 
10,2014-05-19, , 
11,2014-05-23, , 
12,2014-05-25,0,1
