,date,runs,balls
0,2013-02-15,41,34
1,2013-02-17,5,13
2,2013-04-06,3,5
3,2013-04-21,8,12
4,2013-04-24,62,45
5,2013-04-27,50,36
6,2013-04-29,33,32
7,2013-05-01,38,40
8,2013-05-05,22,24
9,2013-05-07,47,53
10,2013-05-11,0,1
11,2013-05-13,21,17
12,2013-05-21,68,28
13,2013-05-24,62,44
14,2013-05-26,4,4
15,2013-06-18, , 
16,2013-06-19,14,4
17,2013-06-28,4,5
18,2013-06-30,21,12
19,2013-07-03,26,15
20,2013-07-05,12,12
21,2013-07-12,5,7
22,2013-07-14,16,10
23,2013-07-16,0,1
24,2013-07-21,25,27
25,2013-07-24,1,3
26,2013-07-30,0,1
27,2013-08-01,8,10
28,2013-08-03,6,5
29,2013-08-08,48,38
30,2013-08-11,28,24
31,2013-08-13,13,10
32,2013-08-17,52,53
33,2013-08-23,1,7
34,2013-09-21,9,7
35,2013-09-27,63,47
36,2013-10-02,48,25
37,2013-10-05,59,38
38,2013-10-06,44,39
