,date,runs,balls
0,2016-02-14,0,1
1,2016-09-02,31,24
2,2016-09-03,47,26
3,2016-09-04,40,23
4,2016-09-30,85,54
5,2016-11-12,51,28
6,2016-11-16,0,2
7,2016-11-20,16,18
8,2016-11-25,29,25
9,2016-11-27,41,32
10,2016-12-02,24,21
11,2016-12-04,50,25
12,2016-12-07,45,18
13,2016-12-09,12,9
14,2016-12-11,56,44
15,2016-12-13,21,15
