,date,runs,balls
0,2011-02-10, , 
1,2011-02-12,3,8
2,2011-02-13, , 
3,2011-02-16, , 
4,2011-02-18, , 
5,2011-02-22,8,26
6,2011-03-06,1,5
7,2011-06-16,2,8
8,2011-09-03,1,1
9,2011-09-06, , 
10,2011-09-16, , 
11,2011-10-14, , 
12,2011-10-17, , 
13,2011-10-20, , 
14,2011-10-23, , 
15,2011-10-25,0,0
16,2011-11-29,18,48
17,2011-12-02, , 
18,2011-12-05,3,8
19,2011-12-08, , 
