,date,runs,balls
0,2013-03-18,9,8
1,2013-03-19,0,3
2,2013-03-20,3,5
3,2013-04-03, , 
4,2013-04-08,12,7
5,2013-04-11,13,7
6,2013-04-14, , 
7,2013-04-16,16,6
8,2013-04-20,1,10
9,2013-04-24,1,1
10,2013-04-26, , 
11,2013-04-28, , 
12,2013-05-01,26,26
13,2013-05-03, , 
14,2013-05-07,4,5
15,2013-05-09,13,5
16,2013-05-12,3,4
17,2013-05-15,10,9
