,date,runs,balls
0,2011-10-20,3, 
1,2011-10-22, , 
2,2011-10-24,3, 
3,2011-10-26, , 
4,2011-10-29,16,16
5,2011-12-05, , 
6,2011-12-08,27,33
7,2011-12-11,8,15
