,date,runs,balls
0,2010-01-27,41,34
1,2010-02-10,42,62
2,2010-02-20,13,9
3,2010-02-28,64,80
4,2010-05-02,16,21
5,2010-05-03,6,10
6,2010-05-16,15,15
7,2010-05-23,46,34
8,2010-07-04,0,3
9,2010-07-07,36,29
10,2010-07-10,3,4
11,2010-07-25,7,14
12,2010-10-08,30,20
13,2010-10-16,26,36
14,2010-10-23,0,4
15,2010-10-30, , 
