,date,runs,balls
0,2015-06-14, , 
1,2015-06-21,42,26
2,2015-06-24,18,12
3,2015-06-26,5,7
4,2015-06-28,26,25
5,2015-07-01,1,8
6,2015-07-03,73,39
7,2015-07-07,83,57
8,2015-07-10,12,11
9,2015-07-14,11,9
10,2015-07-17,24,21
11,2015-11-01,22,21
12,2015-11-04,115,66
13,2015-11-06,100,45
14,2015-11-08,68,44
15,2015-11-15,59,35
16,2015-12-09,27,10
17,2015-12-12,10,11
18,2015-12-18,22,17
19,2015-12-20,76,42
20,2016-01-02,6,8
21,2016-01-06,1,1
22,2016-01-09,67,43
23,2016-01-14,7,9
24,2016-01-16,8,8
25,2016-01-22,62,36
26,2016-01-24,74,39
