,date,runs,balls
0,2016-08-13, , 
1,2016-08-21,1,2
2,2016-09-03,2,3
3,2016-10-01,3,8
4,2016-10-03, , 
5,2016-10-06, , 
6,2016-10-09, , 
7,2016-10-14,1,2
8,2016-10-18,1,2
9,2016-10-23,4,1
