,date,runs,balls
0,2010-02-10,0,1
1,2010-02-11,0,1
2,2010-02-14, , 
3,2010-02-16, , 
4,2010-03-06, , 
5,2010-03-08,2,19
6,2010-06-05,3,3
7,2010-10-09, , 
8,2010-10-10,1,4
9,2010-10-11,5,11
