,date,runs,balls
0,2010-01-12,19,18
1,2010-01-15,108,67
2,2010-01-22,64,44
3,2010-01-24,28,21
4,2010-01-26,10,11
5,2010-02-03,56,27
6,2010-02-26,2,4
7,2010-02-28,116,56
8,2010-04-07,6,7
9,2010-04-10,45,36
10,2010-04-13,0,4
11,2010-04-17,6,7
12,2010-04-19,57,56
13,2010-04-30,0,4
14,2010-05-04,22,26
15,2010-05-06,6,5
16,2010-05-08,33,29
17,2010-05-10,33,32
18,2010-05-22,18,13
19,2010-05-23,1,7
20,2010-06-09,16,19
21,2010-06-11,22,10
22,2010-06-13,13,13
23,2010-06-16,46,28
24,2010-06-18,59,33
25,2010-06-20,34,26
26,2010-06-23,10,8
27,2010-12-15,21,13
