,date,runs,balls
0,2013-02-19,38,41
1,2013-05-03, , 
2,2013-05-05,24,27
3,2013-05-06,9,16
4,2013-05-19,13,20
5,2013-05-22, , 
6,2013-06-08,55,69
7,2013-06-12,55,91
8,2013-06-17,4,7
9,2013-09-03,10,7
10,2013-09-08,82,67
11,2013-09-11, , 
12,2013-09-14,87,91
13,2013-09-16,4,14
14,2013-09-29,1,9
15,2013-10-01,29,41
16,2013-10-13,85,82
17,2013-10-16,92,50
18,2013-10-19,43,60
19,2013-10-23,98,94
20,2013-10-30,156,114
21,2013-11-02,4,12
22,2014-01-12,17,18
23,2014-01-17,24,28
24,2014-01-24,11,15
25,2014-01-26,56,74
