,date,runs,balls
0,2016-05-19, , 
1,2016-05-21, , 
2,2016-05-24,19,9
3,2016-05-27,5,5
4,2017-01-29, , 
5,2017-01-31,2,3
6,2017-02-02,0,6
7,2017-02-03,33,28
