,date,runs,balls
0,2013-03-17,2,4
1,2013-03-18,14,13
2,2013-03-19,3,6
3,2013-04-27, , 
4,2013-04-29, , 
5,2013-05-01, , 
6,2013-05-13, , 
7,2013-05-15, , 
