,date,runs,balls
0,2016-02-17,78,52
1,2016-02-19,27,21
2,2016-02-21,16,16
3,2016-03-16,28,26
4,2016-03-18,17,7
5,2016-03-26,0,4
6,2016-03-30,20,19
7,2016-04-03,1,3
8,2016-06-18,4,6
9,2016-08-20,0,2
10,2016-09-07,37,26
