,date,runs,balls
0,2016-06-16,100,107
1,2016-06-18,3,4
2,2016-06-21,37,56
3,2016-06-24,52,86
4,2016-06-26,62,77
5,2016-06-29,63,51
6,2016-07-02,53,66
7,2016-08-21,80,118
8,2016-08-24,48,67
9,2016-08-28,102,130
10,2016-08-31,5,14
11,2016-09-04,1,3
12,2017-01-28,22,55
13,2017-02-01,36,46
