,date,runs,balls
0,2014-02-27,25,33
1,2014-02-28,5,16
2,2014-03-02,18,26
3,2014-03-03,60,87
4,2014-11-07,11,23
5,2014-11-08,22,38
6,2014-11-10,4,18
7,2014-11-11,65,78
