,date,runs,balls
0,2010-01-26,92,106
1,2010-02-10,8,17
2,2010-02-19, , 
3,2010-06-19,28,17
4,2010-06-24,41,53
5,2010-06-27,20,21
6,2010-06-30,18,8
7,2010-07-03,15,13
8,2010-10-20, , 
9,2010-11-03,12,15
10,2010-11-05,33,37
11,2010-11-07, , 
12,2010-11-26,51,43
13,2010-12-04,32,31
