,date,runs,balls
0,2013-03-18, , 
1,2013-03-19,3,4
2,2013-03-20,12,5
3,2013-03-21,10,12
4,2013-03-22,7,9
5,2013-03-26,2,1
6,2013-03-27,0,1
7,2013-03-28,20,24
8,2013-03-30,1,2
9,2013-05-07, , 
