,date,runs,balls
0,2014-02-19,7,8
1,2014-02-21,2,5
2,2014-03-09, , 
3,2014-03-11,30,9
4,2014-03-13,15,6
5,2014-03-23,11,7
6,2014-03-25,14,5
7,2014-03-28,34,13
8,2014-04-01,42,20
9,2014-04-03,0,0
10,2014-04-18,6,11
11,2014-04-22,15,11
12,2014-04-25, , 
13,2014-04-27,23,15
14,2014-04-30,10,4
15,2014-05-04,8,8
16,2014-05-18,7,16
17,2014-05-20,10,4
18,2014-05-22,0,3
19,2014-05-24,29,19
20,2014-05-30,8,9
21,2014-06-06,3,8
22,2014-06-08, , 
23,2014-06-13,19,17
24,2014-06-20,0,1
25,2014-06-25,28,14
26,2014-07-05,10,4
27,2014-07-06,10,3
28,2014-07-12,29,22
29,2014-07-19,2,6
30,2014-07-23,0,2
31,2014-07-27,46,35
32,2014-07-31,6,5
33,2014-08-02,5,5
34,2014-08-03,0,1
35,2014-08-09, , 
36,2014-08-10,22,13
37,2014-08-27, , 
38,2014-11-02,1,2
39,2014-11-07,23,17
40,2014-11-09,1,2
41,2014-11-14,2,3
42,2014-11-16,6,7
43,2014-11-21,0,3
44,2014-11-23,16,12
45,2014-11-26,15,5
46,2014-11-28,6,2
47,2014-11-30,8,16
48,2014-12-20,38,12
49,2014-12-23,2,3
50,2014-12-31,1,4
51,2015-01-02,1,1
52,2015-01-09,0,0
53,2015-01-11,20,7
54,2015-01-14,8,9
