,date,runs,balls
0,2016-02-28,18,11
1,2016-03-15,7,6
2,2016-03-18,23,26
3,2016-03-22,7,6
4,2016-03-26,35,33
5,2016-03-30,46,32
6,2016-04-10, , 
7,2016-04-13,4,5
8,2016-05-22,10,8
9,2016-05-25,16,17
10,2016-06-29,11,11
11,2016-07-01,6,7
12,2016-07-02,100,65
13,2016-07-04,55,39
14,2016-07-10,18,19
15,2016-07-16,68,39
16,2016-07-18,1,5
17,2016-07-26,21,16
18,2016-07-29,46,28
19,2016-08-04,18,10
20,2016-08-05,38,26
21,2016-12-17,26,14
22,2016-12-18,4,10
23,2016-12-22,38,44
24,2017-01-03,0,2
25,2017-01-06,101,54
26,2017-01-08,0,3
27,2017-01-14,1,7
28,2017-01-21,3,5
29,2017-01-25,23,11
