,date,runs,balls
0,2011-02-06,26,25
1,2011-02-21,7,3
2,2011-02-25, , 
3,2011-03-05, , 
4,2011-03-13,12,7
5,2011-03-16, , 
6,2011-03-19,0,3
7,2011-03-24,6,6
8,2011-04-09,26,13
9,2011-04-11, , 
10,2011-04-13,41,24
11,2011-08-10, , 
12,2011-08-14, , 
13,2011-08-16,1,2
14,2011-08-20, , 
15,2011-08-22,1,4
16,2011-10-19, , 
17,2011-10-23,9,23
18,2011-10-28,6,8
