,date,runs,balls
0,2010-03-14,3,4
1,2010-03-23, , 
2,2010-04-03, , 
3,2010-04-06, , 
4,2010-04-10, , 
5,2010-04-18, , 
6,2010-10-20, , 
7,2010-10-21, , 
8,2010-10-22, , 
9,2010-10-24,0,1
