,date,runs,balls
0,2013-02-15,34,38
1,2013-02-19,5,7
2,2013-02-21, , 
3,2013-03-02,18,25
4,2013-03-03,31,22
5,2013-09-26,22,36
6,2013-09-28,57,52
7,2013-09-29,54,67
