,date,runs,balls
0,2016-05-20,8,5
1,2016-06-01,0,1
2,2016-06-03, , 
3,2016-06-10, , 
4,2016-06-17, , 
5,2016-08-26,6,6
6,2016-08-29,1,1
7,2016-09-01, , 
8,2016-09-05,24,15
