,date,runs,balls
0,2013-03-17,19,18
1,2013-03-18,6,9
2,2013-03-21,53,22
3,2013-03-22,57,28
4,2013-04-09,1,2
5,2013-04-12,30,20
6,2013-04-16,29,16
7,2013-04-18,31,28
8,2013-04-21, , 
9,2013-04-23,0,2
10,2013-04-28,25,19
11,2013-05-01, , 
12,2013-05-04,3,4
13,2013-05-07,23,21
14,2013-05-10,8,8
15,2013-05-14,2,4
16,2013-09-21,42,21
