,date,runs,balls
0,2010-01-15,90,56
1,2010-01-19,30,28
2,2010-01-23,9,16
3,2010-03-12,13,9
4,2010-03-14,50,45
5,2010-03-16,0,2
6,2010-03-20,36,34
7,2010-06-02,5,6
8,2010-06-08,16,18
9,2010-06-11,4,7
10,2010-06-14,10,7
11,2010-06-18,3,10
12,2010-06-20,43,40
13,2010-06-23,54,43
14,2010-06-25,1,3
15,2010-06-27,18,23
16,2010-07-02,39,27
17,2010-07-04,103,66
18,2010-07-07,22,17
19,2010-07-11,70,50
20,2010-07-15,21,14
21,2010-07-18,22,16
22,2010-09-13,16,15
23,2010-09-18,6,8
24,2010-09-20,8,5
25,2010-12-02,35,39
26,2010-12-05,37,25
27,2010-12-08,68,41
28,2010-12-12,51,32
29,2010-12-29,5,4
30,2011-01-02,39,30
31,2011-01-08,17,15
