,date,runs,balls
0,2016-09-09,31,17
1,2016-11-13,6,4
2,2016-11-18,0,1
3,2016-11-20,48,27
4,2016-11-25,49,18
5,2016-11-30, , 
6,2016-12-02,3,5
7,2016-12-04,35,29
8,2016-12-07,36,20
9,2016-12-11,26,9
10,2016-12-13,27,30
11,2016-12-16,33,25
