,date,runs,balls
0,2010-02-25,105,92
1,2010-02-27,58,40
2,2010-03-02,9,6
3,2010-03-06,14,34
4,2010-10-09,67,76
5,2010-10-10,8,16
6,2010-10-11,14,23
