,date,runs,balls
0,2010-02-05,12,10
1,2010-02-10,8,5
2,2010-02-12,9,8
3,2010-02-19,10,10
4,2010-02-21,56,40
5,2010-02-24,10,16
6,2010-03-05,68,43
7,2010-03-12,14,13
8,2010-09-10,71,48
9,2010-09-12,4,4
10,2010-09-19,8,11
11,2010-09-21,11,11
