,date,runs,balls
0,2013-03-17,6,11
1,2013-03-19,17,20
2,2013-03-20, , 
3,2013-03-21,0,2
4,2013-03-26,50,23
5,2013-03-27,35,26
6,2013-03-28,20,19
7,2013-03-29,0,1
8,2013-04-03, , 
9,2013-04-08,2,9
10,2013-04-14, , 
11,2013-04-20,1,3
