,date,runs,balls
0,2010-01-15, , 
1,2010-01-19,12,10
2,2010-01-23,25,20
3,2010-03-25,18,12
4,2010-03-29, , 
5,2010-03-31,14,9
6,2010-04-13,33,31
7,2010-06-02,67,50
8,2010-06-08,49,35
9,2010-07-02,3,3
10,2010-07-15,58,44
11,2010-09-13,19,17
12,2010-09-15,18,17
13,2010-09-18,0,1
14,2010-09-20, , 
