,date,runs,balls
0,2012-02-06,59,28
1,2012-02-09,25,24
2,2012-07-05,32,39
3,2012-07-07,10,12
4,2012-07-11,7,10
5,2012-07-14,6,18
6,2012-11-06,2,4
