,date,runs,balls
0,2015-03-24,6,6
1,2015-03-25, , 
2,2015-03-26,11,13
3,2015-03-27,0,1
4,2015-04-30,27,13
5,2015-05-02,15,11
6,2015-05-04,13,7
7,2015-05-08,36,17
8,2015-05-10,2,3
9,2015-05-12,5,8
10,2015-05-16, , 
11,2015-05-19,3,3
12,2015-05-22,12,6
13,2015-05-24,3,5
14,2016-01-02,35,18
15,2016-01-03,22,14
16,2016-01-04,17,11
17,2016-01-06, , 
18,2016-01-09,3,5
19,2016-01-10,18,9
20,2016-01-15,13,8
21,2016-01-16,24,12
22,2016-01-18,41,23
