,date,runs,balls
0,2013-02-20,5,10
1,2013-02-26, , 
2,2013-02-28,20,38
3,2013-03-10,12,5
4,2013-03-12,4,7
5,2013-07-11,5,16
6,2013-07-24, , 
7,2013-07-26,27,12
8,2013-07-28, , 
9,2013-09-15, , 
10,2013-09-17,1,5
11,2013-09-19,37,38
12,2013-09-26, , 
13,2013-09-27, , 
14,2013-09-29,17,11
15,2013-10-13,11,19
16,2013-10-16, , 
17,2013-10-19,0,1
18,2013-10-23, , 
19,2013-11-02, , 
