,date,runs,balls
0,2015-05-15,3,3
1,2015-05-22,1,5
2,2015-05-28,21,13
3,2015-05-29,37,16
4,2015-05-31,6,9
5,2015-06-05,7,6
6,2015-06-06,21,12
7,2015-06-12,4,7
8,2015-06-25,1,3
9,2015-07-03, , 
10,2015-07-05,0,6
11,2015-07-10,43,12
12,2015-07-17,42,22
13,2015-12-18,15,8
14,2015-12-20, , 
15,2016-01-02, , 
16,2016-01-06, , 
17,2016-01-09, , 
18,2016-01-29,4,6
