,date,runs,balls
0,2013-03-18,15,20
1,2013-03-19,3,5
2,2013-03-20,26,29
3,2013-03-21,44,44
4,2013-03-22,16,12
5,2013-05-09,1,4
6,2013-05-11,4,5
