,date,runs,balls
0,2014-10-12,36,32
1,2014-10-17,77,77
2,2014-10-24, , 
3,2014-10-26, , 
4,2015-01-23,9,8
5,2015-01-25,39,38
6,2015-01-28,7,11
7,2015-01-31, , 
8,2015-02-02,37,23
9,2015-02-06,59,47
10,2015-02-08,50,38
11,2015-02-10,71,33
12,2015-02-13,7,2
