,date,runs,balls
0,2015-06-21,10,5
1,2015-06-25,1,5
2,2015-07-04,20,21
3,2015-07-09,46,36
4,2015-07-11,23,20
5,2015-07-14,38,19
6,2015-07-16,49,43
7,2015-07-18,31,29
8,2015-07-19,61,51
9,2015-07-21,3,7
10,2015-07-23,6,8
11,2015-07-25,8,15
12,2015-07-26,8,9
13,2015-12-17,15,17
14,2015-12-20,9,8
15,2015-12-28,49,48
16,2016-01-01,0,4
17,2016-01-03,16,11
18,2016-01-07,7,9
19,2016-01-11,13,15
20,2016-01-24,28,27
