,date,runs,balls
0,2016-06-18, , 
1,2016-06-21,7,8
2,2016-06-24, , 
3,2016-06-26,3,4
4,2016-06-29, , 
5,2016-07-02,10,23
6,2016-09-04,0,1
7,2016-11-14, , 
8,2016-11-16,0,1
9,2016-11-21, , 
10,2016-11-23, , 
11,2016-11-27, , 
12,2017-01-28,3,12
13,2017-02-01,2,5
