,date,runs,balls
0,2014-03-12,5,5
1,2014-03-14,39,27
2,2014-03-23,65,54
3,2014-03-28,16,11
4,2014-03-30,6,11
5,2014-04-01,71,45
6,2014-04-18,2,5
7,2014-04-22,19,15
8,2014-04-25,88,53
9,2014-04-27,44,45
10,2014-04-30,16,15
11,2014-05-04,13,8
12,2014-05-08,9,10
13,2014-05-10,4,7
14,2014-05-12,68,62
15,2014-05-14,20,23
16,2014-05-18,8,8
17,2014-05-20,11,9
18,2014-05-22,7,3
19,2014-05-30,19,17
20,2014-06-06,88,55
21,2014-06-13,5,13
22,2014-06-28,10,6
23,2014-07-01,5,13
24,2014-07-02,17,21
25,2014-07-11,0,2
26,2014-07-13,10,17
27,2014-07-18,13,10
28,2014-07-25,89,46
29,2014-10-05,5,9
30,2014-11-05,14,11
31,2014-11-07,44,30
32,2014-11-09,33,25
33,2014-12-19,20,18
34,2014-12-26,15,19
35,2014-12-30,48,37
36,2015-01-03,8,8
37,2015-01-07,5,7
38,2015-01-10,12,10
