,date,runs,balls
0,2011-03-11,3,7
1,2011-03-17,49,46
2,2011-03-20,0,5
3,2011-04-23, , 
4,2011-04-28,3,9
5,2011-06-11,92,64
6,2011-06-13,25,14
7,2011-06-16, , 
8,2011-10-07,8,5
9,2011-10-13,7,3
10,2011-10-15, , 
11,2011-10-18,2,5
12,2011-10-22,4, 
13,2011-10-24,31, 
14,2011-10-27,24,14
15,2011-10-29, , 
16,2011-11-29,22,20
17,2011-12-02,11,13
18,2011-12-05,40,18
19,2011-12-08,29,24
20,2011-12-11,53,42
