,date,runs,balls
0,2013-03-02, , 
1,2013-03-03,19,12
2,2013-04-25,19,12
3,2013-04-27,60,41
4,2013-05-01,1,1
5,2013-05-04,18,20
6,2013-05-08,7,3
7,2013-05-11,0,3
8,2013-05-13, , 
9,2013-05-17,23,19
10,2013-05-19,17,12
11,2013-05-22,29,21
12,2013-07-27,30,14
13,2013-07-28,1,4
14,2013-07-30,35,16
15,2013-08-04,21,9
16,2013-08-06,4,8
17,2013-08-08,0,5
18,2013-08-10,26,18
19,2013-08-15,35,20
20,2013-08-17,16,20
21,2013-09-17, , 
22,2013-09-18,14,6
23,2013-09-20,26,22
24,2013-09-24,15,15
25,2013-09-26,50,25
26,2013-09-28,1,2
