,date,runs,balls
0,2013-07-31, , 
1,2013-08-02, , 
2,2013-08-04, , 
3,2013-08-09, , 
4,2013-08-11, , 
5,2013-08-15, , 
6,2013-08-17, , 
7,2013-08-22, , 
8,2013-08-24, , 
